date,tariff,item,commodity,primary_class,railroad,origin,origin_city,origin_state,destination,destination_city,destination_state,route_mileage,train_type,min_number_of_cars,max_number_of_cars,car_ownership,rule_11_rate,gtr_table,maximum_load_pounds,car_volume_cubic_feet,tariff_fsc_per_bushel,tariff_fsc_per_metric_ton,tariff_fsc_per_short_ton,tariff_fsc_per_ton_mile
2022-11-15,4315,,Wheat,All,CSX,"Chicago, IL",Chicago,IL,"Buffalo, NY",Buffalo,NY,518.0,Manifest,1,89.0,Private,1,0,,5000,1.4527,53.3764,48.4234,0.0935
2022-11-15,4022,45700.0,Wheat,Durum,BNSF,"Northgate, SK",Northgate,SK,"Ames, IA",Ames,IA,793.0,Shuttle,110,120.0,Railroad/Private,0,0,"286,000",,1.6751,65.0141,58.9813,0.0744
2022-11-15,4022,45452.0,Wheat,Durum,BNSF,"Williston, ND",Williston,ND,"Superior, WI",Superior,WI,611.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,1.1192,43.7919,39.7283,0.065
2022-11-15,4022,45700.0,Wheat,Durum,BNSF,"Williston, ND",Williston,ND,"St. Louis, MO",St. Louis,MO,1187.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,1.5357,61.6115,55.8944,0.0471
2022-11-15,4444,15749.0,Wheat,Durum,CPKC,"Westby, MT",Westby,MT,"St. Louis, MO",St. Louis,MO,1588.0,Unit,100,,Railroad/Private,0,1,"286,000",,1.5384,66.1832,60.0419,0.0378
2022-11-15,4022,43910.0,Wheat,HRS,BNSF,"Bucyrus, ND",Bucyrus,ND,"PNW (Seattle, WA)",Seattle,WA,1267.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,1.5373,62.0207,56.2656,0.0444
2022-11-15,4022,45700.0,Wheat,HRS,BNSF,"Drayton, ND",Drayton,ND,"Chicago, IL",Chicago,IL,806.0,DET,110,120.0,Railroad/Private,1,0,"286,000",,1.3003,51.2973,46.5373,0.0577
2022-11-15,4022,45700.0,Wheat,HRS,BNSF,"Alton (Hillsboro), ND",Alton,ND,"Chicago, IL",Chicago,IL,711.0,DET,110,120.0,Railroad/Private,1,1,"286,000",,1.2578,49.3231,44.7463,0.0629
2022-11-15,4022,43910.0,Wheat,HRS,BNSF,"Alton (Hillsboro), ND",Alton,ND,"PNW (Seattle, WA)",Seattle,WA,1501.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,1.6392,66.7869,60.5895,0.0404
2022-11-15,4022,43910.0,Wheat,HRS,BNSF,"Macon, MT",Macon,MT,"PNW (Seattle, WA)",Seattle,WA,1038.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,1.4222,56.7897,51.52,0.0496
2022-11-15,4022,45675.0,Wheat,HRS,BNSF,"Taylor, ND",Boyle,ND,"Grand Forks, ND",Grand Forks,ND,364.0,Shuttle,110,120.0,Railroad/Private,0,0,"286,000",,0.6435,25.235,22.8933,0.0629
2022-11-15,4022,45452.0,Wheat,HRS,BNSF,"Alton (Hillsboro), ND",Alton,ND,"Superior, WI",Superior,WI,294.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,0.7338,28.2459,25.6249,0.0872
2022-11-15,4444,15890.0,Wheat,HRS,CPKC,"Minot, ND",Minot,ND,"Kalama, WA",Kalama,WA,1406.0,Unit,100,,Railroad/Private,0,1,"286,000",,1.5268,64.6492,58.6502,0.0417
2022-11-15,4444,17500.0,Wheat,HRS,CPKC,"Nekoma, ND",Nekoma,ND,"Chicago, IL",Chicago,IL,845.0,Manifest,25,25.0,Railroad/Private,1,1,"286,000",,1.3257,53.8487,48.8519,0.0578
2022-11-15,4022,47321.0,Wheat,HRW,BNSF,"Concordia, KS",Concordia,KS,"Greenwood (Mendota), IL",Greenwood,IL,638.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,1.0532,41.4868,37.6371,0.059
2022-11-15,4022,46307.0,Wheat,HRW,BNSF,"Enid, OK",Enid,OK,"Texas Gulf (Houston, TX)",Houston,TX,563.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,1.1073,43.1452,39.1416,0.0695
2022-11-15,4022,46307.0,Wheat,HRW,BNSF,"Garden City, KS",Garden City,KS,"Texas Gulf (Houston, TX)",Houston,TX,859.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,1.2654,50.2479,45.5852,0.0531
2022-11-15,4022,44306.0,Wheat,HRW,BNSF,"Garden City, KS",Garden City,KS,"San Bernardino, CA",Verdemont,CA,1376.0,DET,110,120.0,Railroad/Private,0,1,"286,000",,1.5614,63.3807,57.4995,0.0418
2022-11-15,4022,46307.0,Wheat,HRW,BNSF,"Salina, KS",Salina,KS,"Texas Gulf (Houston, TX)",Houston,TX,757.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,1.2176,48.0445,43.5863,0.0576
2022-11-15,4022,47321.0,Wheat,HRW,BNSF,"Wichita, KS",Wichita,KS,"Birmingham, AL",Birmingham,AL,864.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,1.1192,44.8973,40.7312,0.0471
2022-11-15,4022,47321.0,Wheat,HRW,BNSF,"Wichita, KS",Wichita,KS,"Chicago, IL",Chicago,IL,633.0,DET,110,120.0,Railroad/Private,1,1,"286,000",,1.1532,45.1392,40.9506,0.0647
2022-11-15,4022,46307.0,Wheat,HRW,BNSF,"Wichita, KS",Wichita,KS,"Texas Gulf (Houston, TX)",Houston,TX,638.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,1.1651,45.598,41.3668,0.0648
2022-11-15,4022,45700.0,Wheat,HRW/HRS,BNSF,"Bowdle, SD",West Bowdle,SD,"Chicago, IL",Chicago,IL,772.0,DET,110,120.0,Railroad/Private,1,1,"286,000",,1.2543,49.4606,44.871,0.0581
2022-11-15,4022,43910.0,Wheat,HRW/HRS,BNSF,"Conrad, MT",Conrad,MT,"PNW (Seattle, WA)",Seattle,WA,758.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,1.1592,45.9039,41.6443,0.0549
2022-11-15,4022,43591.0,Wheat,SW,BNSF,"Templin (Ritzville), WA",Templin,WA,"PNW (Seattle, WA)",Seattle,WA,333.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,0.5222,20.6407,18.7254,0.0562
2022-12-15,4315,,Wheat,All,CSX,"Chicago, IL",Chicago,IL,"Indiantown, FL",Indiantown,FL,1379.0,Manifest,1,89.0,Railroad,1,1,,5000,2.2278,81.857,74.2613,0.0539
2022-12-15,4315,,Wheat,All,CSX,"Chicago, IL",Chicago,IL,"Indiantown, FL",Indiantown,FL,1379.0,Manifest,1,89.0,Private,1,0,,5000,2.1386,78.5799,71.2883,0.0517
2022-12-15,4315,,Wheat,All,CSX,"Chicago, IL",Chicago,IL,"Albany, NY",Albany,NY,811.0,Unit,90,90.0,Railroad/Private,1,1,,5000,1.9162,70.4071,63.8739,0.0788
2022-12-15,4315,,Wheat,All,CSX,"Chicago, IL",Chicago,IL,"Albany, NY",Albany,NY,811.0,Manifest,1,89.0,Railroad,1,1,,5000,2.1689,79.6922,72.2973,0.0891
2022-12-15,4315,,Wheat,All,CSX,"Chicago, IL",Chicago,IL,"Albany, NY",Albany,NY,811.0,Manifest,1,89.0,Private,1,0,,5000,2.0797,76.4151,69.3243,0.0855
2022-12-15,4315,,Wheat,All,CSX,"Chicago, IL",Chicago,IL,"Buffalo, NY",Buffalo,NY,518.0,Manifest,1,89.0,Railroad,1,1,,5000,1.5419,56.6534,51.3964,0.0992
2022-12-15,4315,,Wheat,All,CSX,"Chicago, IL",Chicago,IL,"Buffalo, NY",Buffalo,NY,518.0,Manifest,1,89.0,Private,1,0,,5000,1.4527,53.3764,48.4234,0.0935
2022-12-15,4022,45700.0,Wheat,Durum,BNSF,"Northgate, SK",Northgate,SK,"Ames, IA",Ames,IA,793.0,Shuttle,110,120.0,Railroad/Private,0,0,"286,000",,1.6751,65.4866,59.4099,0.0749
2022-12-15,4022,45452.0,Wheat,Durum,BNSF,"Williston, ND",Williston,ND,"Superior, WI",Superior,WI,611.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,1.1192,44.1559,40.0586,0.0656
2022-12-15,4022,45700.0,Wheat,Durum,BNSF,"Williston, ND",Williston,ND,"St. Louis, MO",St. Louis,MO,1187.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,1.5357,62.3188,56.536,0.0476
2022-12-15,4444,15749.0,Wheat,Durum,CPKC,"Westby, MT",Westby,MT,"St. Louis, MO",St. Louis,MO,1588.0,Unit,100,,Railroad/Private,0,1,"286,000",,1.5384,66.5775,60.3995,0.038
2022-12-15,4022,43910.0,Wheat,HRS,BNSF,"Bucyrus, ND",Bucyrus,ND,"PNW (Seattle, WA)",Seattle,WA,1267.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,1.5373,62.7756,56.9505,0.0449
2022-12-15,4022,45700.0,Wheat,HRS,BNSF,"Drayton, ND",Drayton,ND,"Chicago, IL",Chicago,IL,806.0,DET,110,120.0,Railroad/Private,1,0,"286,000",,1.3003,51.7776,46.973,0.0583
2022-12-15,4022,45700.0,Wheat,HRS,BNSF,"Alton (Hillsboro), ND",Alton,ND,"Chicago, IL",Chicago,IL,711.0,DET,110,120.0,Railroad/Private,1,1,"286,000",,1.2578,49.7468,45.1306,0.0635
2022-12-15,4022,43910.0,Wheat,HRS,BNSF,"Alton (Hillsboro), ND",Alton,ND,"PNW (Seattle, WA)",Seattle,WA,1501.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,1.6392,67.6812,61.4009,0.0409
2022-12-15,4022,43910.0,Wheat,HRS,BNSF,"Macon, MT",Macon,MT,"PNW (Seattle, WA)",Seattle,WA,1038.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,1.4222,57.4081,52.0811,0.0502
2022-12-15,4022,45675.0,Wheat,HRS,BNSF,"Taylor, ND",Boyle,ND,"Grand Forks, ND",Grand Forks,ND,364.0,Shuttle,110,120.0,Railroad/Private,0,0,"286,000",,0.6435,25.4518,23.0901,0.0634
2022-12-15,4022,45452.0,Wheat,HRS,BNSF,"Alton (Hillsboro), ND",Alton,ND,"Superior, WI",Superior,WI,294.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,0.7338,28.4211,25.7838,0.0877
2022-12-15,4444,15890.0,Wheat,HRS,CPKC,"Minot, ND",Minot,ND,"Kalama, WA",Kalama,WA,1406.0,Unit,100,,Railroad/Private,0,1,"286,000",,1.5268,64.9983,58.9669,0.0419
2022-12-15,4444,17500.0,Wheat,HRS,CPKC,"Nekoma, ND",Nekoma,ND,"Chicago, IL",Chicago,IL,845.0,Manifest,25,25.0,Railroad/Private,1,1,"286,000",,1.3257,54.0585,49.0422,0.058
2022-12-15,4022,47321.0,Wheat,HRW,BNSF,"Concordia, KS",Concordia,KS,"Greenwood (Mendota), IL",Greenwood,IL,638.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,1.0532,41.8669,37.982,0.0595
2022-12-15,4022,46307.0,Wheat,HRW,BNSF,"Enid, OK",Enid,OK,"Texas Gulf (Houston, TX)",Houston,TX,563.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,1.1073,43.4806,39.4459,0.0701
2022-12-15,4022,46307.0,Wheat,HRW,BNSF,"Garden City, KS",Garden City,KS,"Texas Gulf (Houston, TX)",Houston,TX,859.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,1.2654,50.7597,46.0495,0.0536
2022-12-15,4022,44306.0,Wheat,HRW,BNSF,"Garden City, KS",Garden City,KS,"San Bernardino, CA",Verdemont,CA,1376.0,DET,110,120.0,Railroad/Private,0,1,"286,000",,1.5614,64.2006,58.2432,0.0423
2022-12-15,4022,46307.0,Wheat,HRW,BNSF,"Salina, KS",Salina,KS,"Texas Gulf (Houston, TX)",Houston,TX,757.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,1.2176,48.4955,43.9955,0.0581
2022-12-15,4022,47321.0,Wheat,HRW,BNSF,"Wichita, KS",Wichita,KS,"Birmingham, AL",Birmingham,AL,864.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,1.1192,45.4121,41.1982,0.0477
2022-12-15,4022,47321.0,Wheat,HRW,BNSF,"Wichita, KS",Wichita,KS,"Chicago, IL",Chicago,IL,633.0,DET,110,120.0,Railroad/Private,1,1,"286,000",,1.1532,45.5164,41.2928,0.0652
2022-12-15,4022,46307.0,Wheat,HRW,BNSF,"Wichita, KS",Wichita,KS,"Texas Gulf (Houston, TX)",Houston,TX,638.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,1.1651,45.9782,41.7117,0.0654
2022-12-15,4022,45700.0,Wheat,HRW/HRS,BNSF,"Bowdle, SD",West Bowdle,SD,"Chicago, IL",Chicago,IL,772.0,DET,110,120.0,Railroad/Private,1,1,"286,000",,1.2543,49.9206,45.2883,0.0587
2022-12-15,4022,43910.0,Wheat,HRW/HRS,BNSF,"Conrad, MT",Conrad,MT,"PNW (Seattle, WA)",Seattle,WA,758.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,1.1592,46.3555,42.0541,0.0555
2022-12-15,4022,43591.0,Wheat,SW,BNSF,"Templin (Ritzville), WA",Templin,WA,"PNW (Seattle, WA)",Seattle,WA,333.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,0.5222,20.8391,18.9054,0.0568
2023-01-15,4315,,Wheat,All,CSX,"Chicago, IL",Chicago,IL,"Indiantown, FL",Indiantown,FL,1379.0,Manifest,1,89.0,Railroad,1,1,,5000,2.2278,81.857,74.2613,0.0539
2023-01-15,4315,,Wheat,All,CSX,"Chicago, IL",Chicago,IL,"Indiantown, FL",Indiantown,FL,1379.0,Manifest,1,89.0,Private,1,0,,5000,2.1386,78.5799,71.2883,0.0517
2023-01-15,4315,,Wheat,All,CSX,"Chicago, IL",Chicago,IL,"Albany, NY",Albany,NY,811.0,Unit,90,90.0,Railroad/Private,1,1,,5000,1.9162,70.4071,63.8739,0.0788
2023-01-15,4315,,Wheat,All,CSX,"Chicago, IL",Chicago,IL,"Albany, NY",Albany,NY,811.0,Manifest,1,89.0,Railroad,1,1,,5000,2.1689,79.6922,72.2973,0.0891
2023-01-15,4315,,Wheat,All,CSX,"Chicago, IL",Chicago,IL,"Albany, NY",Albany,NY,811.0,Manifest,1,89.0,Private,1,0,,5000,2.0797,76.4151,69.3243,0.0855
2023-01-15,4315,,Wheat,All,CSX,"Chicago, IL",Chicago,IL,"Buffalo, NY",Buffalo,NY,518.0,Manifest,1,89.0,Railroad,1,1,,5000,1.5419,56.6534,51.3964,0.0992
2023-01-15,4315,,Wheat,All,CSX,"Chicago, IL",Chicago,IL,"Buffalo, NY",Buffalo,NY,518.0,Manifest,1,89.0,Private,1,0,,5000,1.4527,53.3764,48.4234,0.0935
2023-01-15,4022,45700.0,Wheat,Durum,BNSF,"Northgate, SK",Northgate,SK,"Ames, IA",Ames,IA,793.0,Shuttle,110,120.0,Railroad/Private,0,0,"286,000",,1.6751,65.5653,59.4814,0.075
2023-01-15,4022,45452.0,Wheat,Durum,BNSF,"Williston, ND",Williston,ND,"Superior, WI",Superior,WI,611.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,1.1192,44.2166,40.1136,0.0657
2023-01-15,4022,45700.0,Wheat,Durum,BNSF,"Williston, ND",Williston,ND,"St. Louis, MO",St. Louis,MO,1187.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,1.5357,62.4366,56.643,0.0477
2023-01-15,4444,15749.0,Wheat,Durum,CPKC,"Westby, MT",Westby,MT,"St. Louis, MO",St. Louis,MO,1588.0,Unit,100,,Railroad/Private,0,1,"286,000",,1.5384,65.1582,59.112,0.0372
2023-01-15,4022,43910.0,Wheat,HRS,BNSF,"Bucyrus, ND",Bucyrus,ND,"PNW (Seattle, WA)",Seattle,WA,1267.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,1.5373,62.9014,57.0646,0.045
2023-01-15,4022,45700.0,Wheat,HRS,BNSF,"Drayton, ND",Drayton,ND,"Chicago, IL",Chicago,IL,806.0,DET,110,120.0,Railroad/Private,1,0,"286,000",,1.3003,51.8576,47.0456,0.0584
2023-01-15,4022,45700.0,Wheat,HRS,BNSF,"Alton (Hillsboro), ND",Alton,ND,"Chicago, IL",Chicago,IL,711.0,DET,110,120.0,Railroad/Private,1,1,"286,000",,1.2578,49.8174,45.1947,0.0636
2023-01-15,4022,43910.0,Wheat,HRS,BNSF,"Alton (Hillsboro), ND",Alton,ND,"PNW (Seattle, WA)",Seattle,WA,1501.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,1.6392,67.8303,61.5361,0.041
2023-01-15,4022,43910.0,Wheat,HRS,BNSF,"Macon, MT",Macon,MT,"PNW (Seattle, WA)",Seattle,WA,1038.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,1.4222,57.5112,52.1746,0.0503
2023-01-15,4022,45675.0,Wheat,HRS,BNSF,"Taylor, ND",Boyle,ND,"Grand Forks, ND",Grand Forks,ND,364.0,Shuttle,110,120.0,Railroad/Private,0,0,"286,000",,0.6435,25.488,23.1229,0.0635
2023-01-15,4022,45452.0,Wheat,HRS,BNSF,"Alton (Hillsboro), ND",Alton,ND,"Superior, WI",Superior,WI,294.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,0.7338,28.4502,25.8103,0.0878
2023-01-15,4444,15890.0,Wheat,HRS,CPKC,"Minot, ND",Minot,ND,"Kalama, WA",Kalama,WA,1406.0,Unit,100,,Railroad/Private,0,1,"286,000",,1.5268,63.7417,57.8269,0.0411
2023-01-15,4444,17500.0,Wheat,HRS,CPKC,"Nekoma, ND",Nekoma,ND,"Chicago, IL",Chicago,IL,845.0,Manifest,25,25.0,Railroad/Private,1,1,"286,000",,1.3257,53.3033,48.3571,0.0572
2023-01-15,4022,47321.0,Wheat,HRW,BNSF,"Concordia, KS",Concordia,KS,"Greenwood (Mendota), IL",Greenwood,IL,638.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,1.0532,41.9303,38.0395,0.0596
2023-01-15,4022,46307.0,Wheat,HRW,BNSF,"Enid, OK",Enid,OK,"Texas Gulf (Houston, TX)",Houston,TX,563.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,1.1073,43.5365,39.4967,0.0702
2023-01-15,4022,46307.0,Wheat,HRW,BNSF,"Garden City, KS",Garden City,KS,"Texas Gulf (Houston, TX)",Houston,TX,859.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,1.2654,50.845,46.1269,0.0537
2023-01-15,4022,44306.0,Wheat,HRW,BNSF,"Garden City, KS",Garden City,KS,"San Bernardino, CA",Verdemont,CA,1376.0,DET,110,120.0,Railroad/Private,0,1,"286,000",,1.5614,64.3372,58.3672,0.0424
2023-01-15,4022,46307.0,Wheat,HRW,BNSF,"Salina, KS",Salina,KS,"Texas Gulf (Houston, TX)",Houston,TX,757.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,1.2176,48.5707,44.0637,0.0582
2023-01-15,4022,47321.0,Wheat,HRW,BNSF,"Wichita, KS",Wichita,KS,"Birmingham, AL",Birmingham,AL,864.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,1.1192,45.4979,41.276,0.0478
2023-01-15,4022,47321.0,Wheat,HRW,BNSF,"Wichita, KS",Wichita,KS,"Chicago, IL",Chicago,IL,633.0,DET,110,120.0,Railroad/Private,1,1,"286,000",,1.1532,45.5792,41.3498,0.0653
2023-01-15,4022,46307.0,Wheat,HRW,BNSF,"Wichita, KS",Wichita,KS,"Texas Gulf (Houston, TX)",Houston,TX,638.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,1.1651,46.0415,41.7692,0.0655
2023-01-15,4022,45700.0,Wheat,HRW/HRS,BNSF,"Bowdle, SD",West Bowdle,SD,"Chicago, IL",Chicago,IL,772.0,DET,110,120.0,Railroad/Private,1,1,"286,000",,1.2543,49.9972,45.3578,0.0588
2023-01-15,4022,43910.0,Wheat,HRW/HRS,BNSF,"Conrad, MT",Conrad,MT,"PNW (Seattle, WA)",Seattle,WA,758.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,1.1592,46.4308,42.1223,0.0556
2023-01-15,4022,43591.0,Wheat,SW,BNSF,"Templin (Ritzville), WA",Templin,WA,"PNW (Seattle, WA)",Seattle,WA,333.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,0.5222,20.8722,18.9354,0.0569
2023-02-15,4315,,Wheat,All,CSX,"Chicago, IL",Chicago,IL,"Indiantown, FL",Indiantown,FL,1379.0,Manifest,1,89.0,Railroad,1,1,,5000,2.2278,81.857,74.2613,0.0539
2023-02-15,4315,,Wheat,All,CSX,"Chicago, IL",Chicago,IL,"Indiantown, FL",Indiantown,FL,1379.0,Manifest,1,89.0,Private,1,0,,5000,2.1386,78.5799,71.2883,0.0517
2023-02-15,4315,,Wheat,All,CSX,"Chicago, IL",Chicago,IL,"Albany, NY",Albany,NY,811.0,Unit,90,90.0,Railroad/Private,1,1,,5000,1.9162,70.4071,63.8739,0.0788
2023-02-15,4315,,Wheat,All,CSX,"Chicago, IL",Chicago,IL,"Albany, NY",Albany,NY,811.0,Manifest,1,89.0,Railroad,1,1,,5000,2.1689,79.6922,72.2973,0.0891
2023-02-15,4315,,Wheat,All,CSX,"Chicago, IL",Chicago,IL,"Albany, NY",Albany,NY,811.0,Manifest,1,89.0,Private,1,0,,5000,2.0797,76.4151,69.3243,0.0855
2023-02-15,4315,,Wheat,All,CSX,"Chicago, IL",Chicago,IL,"Buffalo, NY",Buffalo,NY,518.0,Manifest,1,89.0,Railroad,1,1,,5000,1.5419,56.6534,51.3964,0.0992
2023-02-15,4315,,Wheat,All,CSX,"Chicago, IL",Chicago,IL,"Buffalo, NY",Buffalo,NY,518.0,Manifest,1,89.0,Private,1,0,,5000,1.4527,53.3764,48.4234,0.0935
2023-02-15,4022,45700.0,Wheat,Durum,BNSF,"Northgate, SK",Northgate,SK,"Ames, IA",Ames,IA,793.0,Shuttle,110,120.0,Railroad/Private,0,0,"286,000",,1.6751,64.4629,58.4812,0.0737
2023-02-15,4022,45452.0,Wheat,Durum,BNSF,"Williston, ND",Williston,ND,"Superior, WI",Superior,WI,611.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,1.1192,43.3671,39.343,0.0644
2023-02-15,4022,45700.0,Wheat,Durum,BNSF,"Williston, ND",Williston,ND,"St. Louis, MO",St. Louis,MO,1187.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,1.5357,60.7864,55.1459,0.0465
2023-02-15,4444,15749.0,Wheat,Durum,CPKC,"Westby, MT",Westby,MT,"St. Louis, MO",St. Louis,MO,1588.0,Unit,100,,Railroad/Private,0,1,"286,000",,1.5384,64.1962,58.2393,0.0367
2023-02-15,4022,43910.0,Wheat,HRS,BNSF,"Bucyrus, ND",Bucyrus,ND,"PNW (Seattle, WA)",Seattle,WA,1267.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,1.5373,61.1399,55.4666,0.0438
2023-02-15,4022,45700.0,Wheat,HRS,BNSF,"Drayton, ND",Drayton,ND,"Chicago, IL",Chicago,IL,806.0,DET,110,120.0,Railroad/Private,1,0,"286,000",,1.3003,50.737,46.029,0.0571
2023-02-15,4022,45700.0,Wheat,HRS,BNSF,"Alton (Hillsboro), ND",Alton,ND,"Chicago, IL",Chicago,IL,711.0,DET,110,120.0,Railroad/Private,1,1,"286,000",,1.2578,48.8289,44.2979,0.0623
2023-02-15,4022,43910.0,Wheat,HRS,BNSF,"Alton (Hillsboro), ND",Alton,ND,"PNW (Seattle, WA)",Seattle,WA,1501.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,1.6392,65.7435,59.643,0.0397
2023-02-15,4022,43910.0,Wheat,HRS,BNSF,"Macon, MT",Macon,MT,"PNW (Seattle, WA)",Seattle,WA,1038.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,1.4222,56.0681,50.8654,0.049
2023-02-15,4022,45675.0,Wheat,HRS,BNSF,"Taylor, ND",Boyle,ND,"Grand Forks, ND",Grand Forks,ND,364.0,Shuttle,110,120.0,Railroad/Private,0,0,"286,000",,0.6435,24.9819,22.6638,0.0623
2023-02-15,4022,45452.0,Wheat,HRS,BNSF,"Alton (Hillsboro), ND",Alton,ND,"Superior, WI",Superior,WI,294.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,0.7338,28.0415,25.4395,0.0865
2023-02-15,4444,15890.0,Wheat,HRS,CPKC,"Minot, ND",Minot,ND,"Kalama, WA",Kalama,WA,1406.0,Unit,100,,Railroad/Private,0,1,"286,000",,1.5268,62.89,57.0542,0.0406
2023-02-15,4444,17500.0,Wheat,HRS,CPKC,"Nekoma, ND",Nekoma,ND,"Chicago, IL",Chicago,IL,845.0,Manifest,25,25.0,Railroad/Private,1,1,"286,000",,1.3257,52.7914,47.8927,0.0567
2023-02-15,4022,47321.0,Wheat,HRW,BNSF,"Concordia, KS",Concordia,KS,"Greenwood (Mendota), IL",Greenwood,IL,638.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,1.0532,41.0433,37.2348,0.0584
2023-02-15,4022,46307.0,Wheat,HRW,BNSF,"Enid, OK",Enid,OK,"Texas Gulf (Houston, TX)",Houston,TX,563.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,1.1073,42.7538,38.7866,0.0689
2023-02-15,4022,46307.0,Wheat,HRW,BNSF,"Garden City, KS",Garden City,KS,"Texas Gulf (Houston, TX)",Houston,TX,859.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,1.2654,49.6507,45.0435,0.0524
2023-02-15,4022,44306.0,Wheat,HRW,BNSF,"Garden City, KS",Garden City,KS,"San Bernardino, CA",Verdemont,CA,1376.0,DET,110,120.0,Railroad/Private,0,1,"286,000",,1.5614,62.4242,56.6317,0.0412
2023-02-15,4022,46307.0,Wheat,HRW,BNSF,"Salina, KS",Salina,KS,"Texas Gulf (Houston, TX)",Houston,TX,757.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,1.2176,47.5183,43.1089,0.0569
2023-02-15,4022,47321.0,Wheat,HRW,BNSF,"Wichita, KS",Wichita,KS,"Birmingham, AL",Birmingham,AL,864.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,1.1192,44.2967,40.1863,0.0465
2023-02-15,4022,47321.0,Wheat,HRW,BNSF,"Wichita, KS",Wichita,KS,"Chicago, IL",Chicago,IL,633.0,DET,110,120.0,Railroad/Private,1,1,"286,000",,1.1532,44.6992,40.5514,0.0641
2023-02-15,4022,46307.0,Wheat,HRW,BNSF,"Wichita, KS",Wichita,KS,"Texas Gulf (Houston, TX)",Houston,TX,638.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,1.1651,45.1545,40.9645,0.0642
2023-02-15,4022,45700.0,Wheat,HRW/HRS,BNSF,"Bowdle, SD",West Bowdle,SD,"Chicago, IL",Chicago,IL,772.0,DET,110,120.0,Railroad/Private,1,1,"286,000",,1.2543,48.9239,44.3841,0.0575
2023-02-15,4022,43910.0,Wheat,HRW/HRS,BNSF,"Conrad, MT",Conrad,MT,"PNW (Seattle, WA)",Seattle,WA,758.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,1.1592,45.377,41.1663,0.0543
2023-02-15,4022,43591.0,Wheat,SW,BNSF,"Templin (Ritzville), WA",Templin,WA,"PNW (Seattle, WA)",Seattle,WA,333.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",,0.5222,20.4092,18.5154,0.0556
