date,tariff,item,commodity,primary_class,railroad,origin,origin_city,origin_state,destination,destination_city,destination_state,route_mileage,train_type,min_number_of_cars,max_number_of_cars,car_ownership,rule_11_rate,gtr_table,maximum_load_pounds,car_volume_cubic_feet,tariff_fsc_per_bushel,tariff_fsc_per_metric_ton,tariff_fsc_per_short_ton,tariff_fsc_per_ton_mile
2023-01-15,4022,39010.0,Corn,N/A,BNSF,"Phelps (Rock Port), MO",Phelps,MO,"Texas Gulf (Houston, TX)",Houston,TX,937.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,1,"286,000",>=5001,1.0191,44.8646,40.7015,0.0434
2023-01-15,4022,39013.0,Corn,N/A,BNSF,"Selby, SD",Selby,SD,"PNW (Seattle, WA)",Seattle,WA,1419.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",>=5001,1.4076,62.5987,56.79,0.04
2023-01-15,4022,39013.0,Corn,N/A,BNSF,"St. Cloud, MN",St. Cloud,MN,"PNW (Seattle, WA)",Seattle,WA,1666.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",>=5001,1.4076,63.8497,57.9249,0.0348
2023-01-15,4022,39010.0,Corn,N/A,BNSF,"Waverly, IL",Waverly,IL,"Dexter, NM",Dexter,NM,1058.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,0,"286,000",>=5001,1.0544,46.8677,42.5187,0.0402
2023-01-15,4032,1182.0,Corn,N/A,CPKC,"Delhi, LA",Delhi,LA,"Morton, MS",Morton,MS,120.0,Unit,100,,Railroad/Private,0,1,,>=5000,0.331,13.9583,12.6631,0.1055
2023-01-15,4444,45646.0,Corn,N/A,CPKC,"Enderlin, ND",Enderlin,ND,"Kalama, WA",Kalama,WA,1617.0,Unit,110,110.0,Railroad/Private,0,1,,>=5000,1.311,60.4003,54.7956,0.0339
2023-01-15,4444,45558.0,Corn,N/A,CPKC,"Glenwood, MN",Glenwood,MN,"Boardman, OR",Boardman,OR,1556.0,Unit,110,110.0,Railroad/Private,0,1,,>=5000,1.3024,59.731,54.1884,0.0348
2023-01-15,4315,,Corn,N/A,CSX,"Haw Creek (Ladoga), IN",Haw Creek,IN,"Ozark, AL",Ozark,AL,707.0,Unit,90,90.0,Railroad/Private,0,1,,>=5000,1.4361,56.5343,51.2883,0.0725
2023-01-15,4315,,Corn,N/A,CSX,"Marysville, OH",Marysville,OH,"Rose Hill, NC",Rose Hill,NC,781.0,Unit,90,90.0,Railroad/Private,0,1,,>=5000,1.4744,58.0437,52.6577,0.0674
2023-01-15,4315,,Corn,N/A,CSX,"Olney, IL",Olney,IL,"Fairmount, GA",Fairmount,GA,496.0,Unit,90,90.0,Railroad/Private,0,1,,>=5000,1.1296,44.4687,40.3423,0.0813
2023-01-15,4051,2300.0,Corn,N/A,UP,"Mead, NE",Mead,NE,"Keyes, CA",Keyes,CA,1737.0,Shuttle,107,,Railroad/Private,0,1,"286,000",,1.4404,67.7426,61.4566,0.0354
2023-01-15,4022,69105.0,Soybeans,N/A,BNSF,"Argyle, MN",Argyle,MN,"PNW (Seattle, WA)",Seattle,WA,1528.0,Shuttle,110,120.0,Railroad,0,1,"286,000",>=5001,1.7027,70.3007,63.7773,0.0417
2023-01-15,4022,69105.0,Soybeans,N/A,BNSF,"Argyle, MN",Argyle,MN,"Texas Gulf (Houston, TX)",Houston,TX,1634.0,Shuttle,110,120.0,Railroad,0,1,"286,000",>=5001,1.7568,72.8236,66.0661,0.0404
2023-01-15,4022,69105.0,Soybeans,N/A,BNSF,"Casselton, ND",Casselton,ND,"PNW (Seattle, WA)",Seattle,WA,1469.0,Shuttle,110,120.0,Railroad,0,1,"286,000",>=5001,1.6892,69.5054,63.0558,0.0429
2023-01-15,4022,69902.0,Soybeans,N/A,BNSF,"Casselton, ND",Casselton,ND,"St. Louis, MO",St. Louis,MO,855.0,Shuttle,110,120.0,Railroad,0,1,"286,000",>=5001,1.1622,47.0313,42.6671,0.0499
2023-01-15,4022,69105.0,Soybeans,N/A,BNSF,"Concordia, KS",Concordia,KS,"Texas Gulf (Houston, TX)",Houston,TX,742.0,Shuttle,110,120.0,Railroad,0,0,"286,000",>=5001,1.2838,50.9277,46.202,0.0623
2023-01-15,4022,69105.0,Soybeans,N/A,BNSF,"Mitchell, SD",Mitchell,SD,"PNW (Seattle, WA)",Seattle,WA,1624.0,Shuttle,110,120.0,Railroad,0,1,"286,000",>=5001,1.7162,71.2834,64.6688,0.0398
2023-01-15,4022,69105.0,Soybeans,N/A,BNSF,"Phelps (Rock Port), MO",Phelps,MO,"PNW (Seattle, WA)",Seattle,WA,1881.0,Shuttle,110,120.0,Railroad,0,0,"286,000",>=5001,1.7027,72.0885,65.3992,0.0348
2023-01-15,4022,69105.0,Soybeans,N/A,BNSF,"St. Cloud, MN",St. Cloud,MN,"PNW (Seattle, WA)",Seattle,WA,1666.0,Shuttle,110,120.0,Railroad,0,0,"286,000",>=5001,1.7297,71.9927,65.3123,0.0392
2023-01-15,4444,45650.0,Soybeans,N/A,CPKC,"Enderlin, ND",Enderlin,ND,"Kalama, WA",Kalama,WA,1617.0,Unit,110,110.0,Railroad/Private,0,1,,>=5000,1.6041,67.729,61.4442,0.038
2023-01-15,4317,,Soybeans,N/A,CSX,"Casey, IL",Casey,IL,"Mobile, AL",Mobile,AL,779.0,Unit,90,90.0,Private,0,1,,>=5000,0.9208,33.8332,30.6937,0.0394
2023-01-15,4317,,Soybeans,N/A,CSX,"Casey, IL",Casey,IL,"Mobile, AL",Mobile,AL,779.0,Unit,90,90.0,Railroad,0,0,,>=5000,0.9803,36.0179,32.6757,0.0419
2023-01-15,4317,,Soybeans,N/A,CSX,"Marion, OH",Marion,OH,"Chesapeake, VA",Chesapeake,VA,760.0,Unit,90,90.0,Private,0,1,,>=5000,0.8259,30.3476,27.5315,0.0362
2023-01-15,4317,,Soybeans,N/A,CSX,"Marion, OH",Marion,OH,"Chesapeake, VA",Chesapeake,VA,760.0,Unit,90,90.0,Railroad,0,0,,>=5000,0.9449,34.717,31.4955,0.0414
2023-02-15,4022,39010.0,Corn,N/A,BNSF,"Brunswick, NE",Brunswick,NE,"Hanford, CA",Hanford,CA,2122.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,0,"286,000",>=5001,1.4681,65.5923,59.5058,0.028
2023-02-15,4022,39013.0,Corn,N/A,BNSF,"Clarkfield, MN",Clarkfield,MN,"PNW (Seattle, WA)",Seattle,WA,1684.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",>=5001,1.4177,61.9968,56.244,0.0334
2023-02-15,4022,39010.0,Corn,N/A,BNSF,"Clarkfield, MN",Clarkfield,MN,"Hereford, TX",Hereford,TX,1066.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",>=5001,1.3369,56.5484,51.3011,0.0481
2023-02-15,4022,39010.0,Corn,N/A,BNSF,"Edison, NE",Edison,NE,"Hereford, TX",Hereford,TX,728.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",>=5001,1.1452,47.7593,43.3276,0.0595
2023-02-15,4022,39013.0,Corn,N/A,BNSF,"Edison, NE",Edison,NE,"PNW (Seattle, WA)",Seattle,WA,1759.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",>=5001,1.3874,61.0807,55.4129,0.0315
2023-02-15,4022,39010.0,Corn,N/A,BNSF,"Edison, NE",Edison,NE,"Hanford, CA",Hanford,CA,1776.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,1,"286,000",>=5001,1.3874,61.1432,55.4695,0.0312
2023-02-15,4022,39010.0,Corn,N/A,BNSF,"Greenwood (Mendota), IL",Greenwood,IL,"Hereford, TX",Hereford,TX,935.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,1,"286,000",>=5001,1.0241,43.7532,39.6932,0.0425
2023-02-15,4022,39010.0,Corn,N/A,BNSF,"Hancock, IA",Hancock,IA,"Plainview, TX",Plainview,TX,832.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,0,"286,000",>=5001,1.1755,49.3331,44.7553,0.0538
2023-02-15,4022,39010.0,Corn,N/A,BNSF,"Phelps (Rock Port), MO",Phelps,MO,"Clovis, NM",Clovis,NM,764.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,1,"286,000",>=5001,1.0847,45.5082,41.2854,0.054
2023-02-15,4022,39010.0,Corn,N/A,BNSF,"Phelps (Rock Port), MO",Phelps,MO,"Texas Gulf (Houston, TX)",Houston,TX,937.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,1,"286,000",>=5001,1.0191,43.562,39.5197,0.0422
2023-02-15,4022,39013.0,Corn,N/A,BNSF,"Selby, SD",Selby,SD,"PNW (Seattle, WA)",Seattle,WA,1419.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",>=5001,1.4076,60.6259,55.0003,0.0388
2023-02-15,4022,39013.0,Corn,N/A,BNSF,"St. Cloud, MN",St. Cloud,MN,"PNW (Seattle, WA)",Seattle,WA,1666.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",>=5001,1.4076,61.5335,55.8236,0.0335
2023-02-15,4022,39010.0,Corn,N/A,BNSF,"Waverly, IL",Waverly,IL,"Dexter, NM",Dexter,NM,1058.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,0,"286,000",>=5001,1.0544,45.3968,41.1843,0.0389
2023-02-15,4032,1182.0,Corn,N/A,CPKC,"Delhi, LA",Delhi,LA,"Morton, MS",Morton,MS,120.0,Unit,100,,Railroad/Private,0,1,,>=5000,0.331,13.8034,12.5225,0.1044
2023-02-15,4444,45646.0,Corn,N/A,CPKC,"Enderlin, ND",Enderlin,ND,"Kalama, WA",Kalama,WA,1617.0,Unit,110,110.0,Railroad/Private,0,1,,>=5000,1.311,59.4208,53.9069,0.0333
2023-02-15,4444,45558.0,Corn,N/A,CPKC,"Glenwood, MN",Glenwood,MN,"Boardman, OR",Boardman,OR,1556.0,Unit,110,110.0,Railroad/Private,0,1,,>=5000,1.3024,58.7884,53.3333,0.0343
2023-02-15,4315,,Corn,N/A,CSX,"Haw Creek (Ladoga), IN",Haw Creek,IN,"Ozark, AL",Ozark,AL,707.0,Unit,90,90.0,Railroad/Private,0,1,,>=5000,1.4361,56.5343,51.2883,0.0725
2023-02-15,4315,,Corn,N/A,CSX,"Marysville, OH",Marysville,OH,"Rose Hill, NC",Rose Hill,NC,781.0,Unit,90,90.0,Railroad/Private,0,1,,>=5000,1.4744,58.0437,52.6577,0.0674
2023-02-15,4315,,Corn,N/A,CSX,"Olney, IL",Olney,IL,"Fairmount, GA",Fairmount,GA,496.0,Unit,90,90.0,Railroad/Private,0,1,,>=5000,1.1296,44.4687,40.3423,0.0813
2023-02-15,4051,2300.0,Corn,N/A,UP,"Mead, NE",Mead,NE,"Keyes, CA",Keyes,CA,1737.0,Shuttle,107,,Railroad/Private,0,1,"286,000",,1.4404,65.8452,59.7352,0.0344
2023-02-15,4022,69105.0,Soybeans,N/A,BNSF,"Argyle, MN",Argyle,MN,"PNW (Seattle, WA)",Seattle,WA,1528.0,Shuttle,110,120.0,Railroad,0,1,"286,000",>=5001,1.7027,68.1764,61.8501,0.0405
2023-02-15,4022,69105.0,Soybeans,N/A,BNSF,"Argyle, MN",Argyle,MN,"Texas Gulf (Houston, TX)",Houston,TX,1634.0,Shuttle,110,120.0,Railroad,0,1,"286,000",>=5001,1.7568,70.5519,64.0052,0.0392
2023-02-15,4022,69105.0,Soybeans,N/A,BNSF,"Casselton, ND",Casselton,ND,"PNW (Seattle, WA)",Seattle,WA,1469.0,Shuttle,110,120.0,Railroad,0,1,"286,000",>=5001,1.6892,67.4631,61.203,0.0417
2023-02-15,4022,69902.0,Soybeans,N/A,BNSF,"Casselton, ND",Casselton,ND,"St. Louis, MO",St. Louis,MO,855.0,Shuttle,110,120.0,Railroad,0,1,"286,000",>=5001,1.1622,45.8426,41.5887,0.0486
2023-02-15,4022,69105.0,Soybeans,N/A,BNSF,"Concordia, KS",Concordia,KS,"Texas Gulf (Houston, TX)",Houston,TX,742.0,Shuttle,110,120.0,Railroad,0,0,"286,000",>=5001,1.2838,49.8961,45.2661,0.061
2023-02-15,4022,69105.0,Soybeans,N/A,BNSF,"Mitchell, SD",Mitchell,SD,"PNW (Seattle, WA)",Seattle,WA,1624.0,Shuttle,110,120.0,Railroad,0,1,"286,000",>=5001,1.7162,69.0256,62.6205,0.0386
2023-02-15,4022,69105.0,Soybeans,N/A,BNSF,"Phelps (Rock Port), MO",Phelps,MO,"PNW (Seattle, WA)",Seattle,WA,1881.0,Shuttle,110,120.0,Railroad,0,0,"286,000",>=5001,1.7027,69.4734,63.0268,0.0335
2023-02-15,4022,69105.0,Soybeans,N/A,BNSF,"St. Cloud, MN",St. Cloud,MN,"PNW (Seattle, WA)",Seattle,WA,1666.0,Shuttle,110,120.0,Railroad,0,0,"286,000",>=5001,1.7297,69.6765,63.211,0.0379
2023-02-15,4444,45650.0,Soybeans,N/A,CPKC,"Enderlin, ND",Enderlin,ND,"Kalama, WA",Kalama,WA,1617.0,Unit,110,110.0,Railroad/Private,0,1,,>=5000,1.6041,66.7495,60.5556,0.0374
2023-02-15,4317,,Soybeans,N/A,CSX,"Casey, IL",Casey,IL,"Mobile, AL",Mobile,AL,779.0,Unit,90,90.0,Private,0,1,,>=5000,0.9208,33.8332,30.6937,0.0394
2023-02-15,4317,,Soybeans,N/A,CSX,"Casey, IL",Casey,IL,"Mobile, AL",Mobile,AL,779.0,Unit,90,90.0,Railroad,0,0,,>=5000,0.9803,36.0179,32.6757,0.0419
2023-02-15,4317,,Soybeans,N/A,CSX,"Marion, OH",Marion,OH,"Chesapeake, VA",Chesapeake,VA,760.0,Unit,90,90.0,Private,0,1,,>=5000,0.8259,30.3476,27.5315,0.0362
2023-02-15,4317,,Soybeans,N/A,CSX,"Marion, OH",Marion,OH,"Chesapeake, VA",Chesapeake,VA,760.0,Unit,90,90.0,Railroad,0,0,,>=5000,0.9449,34.717,31.4955,0.0414
2023-03-15,4022,39010.0,Corn,N/A,BNSF,"Brunswick, NE",Brunswick,NE,"Hanford, CA",Hanford,CA,2122.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,0,"286,000",>=5001,1.4681,64.9601,58.9323,0.0278
2023-03-15,4022,39013.0,Corn,N/A,BNSF,"Clarkfield, MN",Clarkfield,MN,"PNW (Seattle, WA)",Seattle,WA,1684.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",>=5001,1.4177,61.4951,55.7888,0.0331
2023-03-15,4022,39010.0,Corn,N/A,BNSF,"Clarkfield, MN",Clarkfield,MN,"Hereford, TX",Hereford,TX,1066.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",>=5001,1.3369,56.2308,51.013,0.0479
2023-03-15,4022,39010.0,Corn,N/A,BNSF,"Edison, NE",Edison,NE,"Hereford, TX",Hereford,TX,728.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",>=5001,1.1452,47.5424,43.1308,0.0592
2023-03-15,4022,39013.0,Corn,N/A,BNSF,"Edison, NE",Edison,NE,"PNW (Seattle, WA)",Seattle,WA,1759.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",>=5001,1.3874,60.5567,54.9375,0.0312
2023-03-15,4022,39010.0,Corn,N/A,BNSF,"Edison, NE",Edison,NE,"Hanford, CA",Hanford,CA,1776.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,1,"286,000",>=5001,1.3874,60.6141,54.9895,0.031
2023-03-15,4022,39010.0,Corn,N/A,BNSF,"Greenwood (Mendota), IL",Greenwood,IL,"Hereford, TX",Hereford,TX,935.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,1,"286,000",>=5001,1.0241,43.4747,39.4405,0.0422
2023-03-15,4022,39010.0,Corn,N/A,BNSF,"Hancock, IA",Hancock,IA,"Plainview, TX",Plainview,TX,832.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,0,"286,000",>=5001,1.1755,49.0852,44.5305,0.0535
2023-03-15,4022,39010.0,Corn,N/A,BNSF,"Phelps (Rock Port), MO",Phelps,MO,"Clovis, NM",Clovis,NM,764.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,1,"286,000",>=5001,1.0847,45.2806,41.0789,0.0538
2023-03-15,4022,39010.0,Corn,N/A,BNSF,"Phelps (Rock Port), MO",Phelps,MO,"Texas Gulf (Houston, TX)",Houston,TX,937.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,1,"286,000",>=5001,1.0191,43.2828,39.2665,0.0419
2023-03-15,4022,39013.0,Corn,N/A,BNSF,"Selby, SD",Selby,SD,"PNW (Seattle, WA)",Seattle,WA,1419.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",>=5001,1.4076,60.2032,54.6168,0.0385
2023-03-15,4022,39013.0,Corn,N/A,BNSF,"St. Cloud, MN",St. Cloud,MN,"PNW (Seattle, WA)",Seattle,WA,1666.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",>=5001,1.4076,61.0371,55.3733,0.0332
2023-03-15,4022,39010.0,Corn,N/A,BNSF,"Waverly, IL",Waverly,IL,"Dexter, NM",Dexter,NM,1058.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,0,"286,000",>=5001,1.0544,45.0816,40.8984,0.0387
2023-03-15,4032,1182.0,Corn,N/A,CPKC,"Delhi, LA",Delhi,LA,"Morton, MS",Morton,MS,120.0,Unit,100,,Railroad/Private,0,1,,>=5000,0.331,13.7557,12.4793,0.104
2023-03-15,4444,45646.0,Corn,N/A,CPKC,"Enderlin, ND",Enderlin,ND,"Kalama, WA",Kalama,WA,1617.0,Unit,110,110.0,Railroad/Private,0,1,,>=5000,1.311,59.196,53.703,0.0332
2023-03-15,4444,45558.0,Corn,N/A,CPKC,"Glenwood, MN",Glenwood,MN,"Boardman, OR",Boardman,OR,1556.0,Unit,110,110.0,Railroad/Private,0,1,,>=5000,1.3024,58.5721,53.137,0.0341
2023-03-15,4315,,Corn,N/A,CSX,"Haw Creek (Ladoga), IN",Haw Creek,IN,"Ozark, AL",Ozark,AL,707.0,Unit,90,90.0,Railroad/Private,0,1,,>=5000,1.4361,56.5343,51.2883,0.0725
2023-03-15,4315,,Corn,N/A,CSX,"Marysville, OH",Marysville,OH,"Rose Hill, NC",Rose Hill,NC,781.0,Unit,90,90.0,Railroad/Private,0,1,,>=5000,1.4744,58.0437,52.6577,0.0674
2023-03-15,4315,,Corn,N/A,CSX,"Olney, IL",Olney,IL,"Fairmount, GA",Fairmount,GA,496.0,Unit,90,90.0,Railroad/Private,0,1,,>=5000,1.1296,44.4687,40.3423,0.0813
2023-03-15,4051,2300.0,Corn,N/A,UP,"Mead, NE",Mead,NE,"Keyes, CA",Keyes,CA,1737.0,Shuttle,107,,Railroad/Private,0,1,"286,000",,1.4404,65.3277,59.2658,0.0341
2023-03-15,4022,69105.0,Soybeans,N/A,BNSF,"Argyle, MN",Argyle,MN,"PNW (Seattle, WA)",Seattle,WA,1528.0,Shuttle,110,120.0,Railroad,0,1,"286,000",>=5001,1.7027,67.7212,61.4371,0.0402
2023-03-15,4022,69105.0,Soybeans,N/A,BNSF,"Argyle, MN",Argyle,MN,"Texas Gulf (Houston, TX)",Houston,TX,1634.0,Shuttle,110,120.0,Railroad,0,1,"286,000",>=5001,1.7568,70.0651,63.5636,0.0389
2023-03-15,4022,69105.0,Soybeans,N/A,BNSF,"Casselton, ND",Casselton,ND,"PNW (Seattle, WA)",Seattle,WA,1469.0,Shuttle,110,120.0,Railroad,0,1,"286,000",>=5001,1.6892,67.0254,60.8059,0.0414
2023-03-15,4022,69902.0,Soybeans,N/A,BNSF,"Casselton, ND",Casselton,ND,"St. Louis, MO",St. Louis,MO,855.0,Shuttle,110,120.0,Railroad,0,1,"286,000",>=5001,1.1622,45.5879,41.3577,0.0484
2023-03-15,4022,69105.0,Soybeans,N/A,BNSF,"Concordia, KS",Concordia,KS,"Texas Gulf (Houston, TX)",Houston,TX,742.0,Shuttle,110,120.0,Railroad,0,0,"286,000",>=5001,1.2838,49.6751,45.0656,0.0607
2023-03-15,4022,69105.0,Soybeans,N/A,BNSF,"Mitchell, SD",Mitchell,SD,"PNW (Seattle, WA)",Seattle,WA,1624.0,Shuttle,110,120.0,Railroad,0,1,"286,000",>=5001,1.7162,68.5418,62.1816,0.0383
2023-03-15,4022,69105.0,Soybeans,N/A,BNSF,"Phelps (Rock Port), MO",Phelps,MO,"PNW (Seattle, WA)",Seattle,WA,1881.0,Shuttle,110,120.0,Railroad,0,0,"286,000",>=5001,1.7027,68.913,62.5184,0.0332
2023-03-15,4022,69105.0,Soybeans,N/A,BNSF,"St. Cloud, MN",St. Cloud,MN,"PNW (Seattle, WA)",Seattle,WA,1666.0,Shuttle,110,120.0,Railroad,0,0,"286,000",>=5001,1.7297,69.1801,62.7607,0.0377
2023-03-15,4444,45650.0,Soybeans,N/A,CPKC,"Enderlin, ND",Enderlin,ND,"Kalama, WA",Kalama,WA,1617.0,Unit,110,110.0,Railroad/Private,0,1,,>=5000,1.6041,66.5247,60.3516,0.0373
2023-03-15,4317,,Soybeans,N/A,CSX,"Casey, IL",Casey,IL,"Mobile, AL",Mobile,AL,779.0,Unit,90,90.0,Private,0,1,,>=5000,0.9208,33.8332,30.6937,0.0394
2023-03-15,4317,,Soybeans,N/A,CSX,"Casey, IL",Casey,IL,"Mobile, AL",Mobile,AL,779.0,Unit,90,90.0,Railroad,0,0,,>=5000,0.9803,36.0179,32.6757,0.0419
2023-03-15,4317,,Soybeans,N/A,CSX,"Marion, OH",Marion,OH,"Chesapeake, VA",Chesapeake,VA,760.0,Unit,90,90.0,Private,0,1,,>=5000,0.8259,30.3476,27.5315,0.0362
2023-03-15,4317,,Soybeans,N/A,CSX,"Marion, OH",Marion,OH,"Chesapeake, VA",Chesapeake,VA,760.0,Unit,90,90.0,Railroad,0,0,,>=5000,0.9449,34.717,31.4955,0.0414
2023-04-15,4022,39010.0,Corn,N/A,BNSF,"Brunswick, NE",Brunswick,NE,"Hanford, CA",Hanford,CA,2122.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,0,"286,000",>=5001,1.4681,64.1172,58.1676,0.0274
2023-04-15,4022,39013.0,Corn,N/A,BNSF,"Clarkfield, MN",Clarkfield,MN,"PNW (Seattle, WA)",Seattle,WA,1684.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",>=5001,1.4177,60.8262,55.182,0.0328
2023-04-15,4022,39010.0,Corn,N/A,BNSF,"Clarkfield, MN",Clarkfield,MN,"Hereford, TX",Hereford,TX,1066.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",>=5001,1.3369,55.8073,50.6288,0.0475
2023-04-15,4022,39010.0,Corn,N/A,BNSF,"Edison, NE",Edison,NE,"Hereford, TX",Hereford,TX,728.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",>=5001,1.1452,47.2532,42.8685,0.0589
2023-04-15,4022,39013.0,Corn,N/A,BNSF,"Edison, NE",Edison,NE,"PNW (Seattle, WA)",Seattle,WA,1759.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",>=5001,1.3874,59.858,54.3036,0.0309
2023-04-15,4022,39010.0,Corn,N/A,BNSF,"Edison, NE",Edison,NE,"Hanford, CA",Hanford,CA,1776.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,1,"286,000",>=5001,1.3874,59.9086,54.3495,0.0306
