date,railroad,tariff,item,commodity,primary_class,origin_city,origin_state,origin,destination_city,destination_state,destination,route_mileage,train_type,min_number_of_cars,max_number_of_cars,car_ownership,rule_11_rate,gtr_table,maximum_load_pounds,tariff_per_car,tariff_per_bushel,tariff_per_metric_ton,tariff_per_short_ton,tariff_per_ton_mile,fsc_per_mile,fsc_per_car,tariff_fsc_per_car,tariff_fsc_per_bushel,tariff_fsc_per_metric_ton,tariff_fsc_per_short_ton,tariff_fsc_per_ton_mile,car_volume_cubic_feet
2022-01-15,BNSF,4022,69105.0,Soybeans,N/A,St. Cloud,MN,"St. Cloud, MN",Seattle,WA,"PNW (Seattle, WA)",1666.0,Shuttle,110,120.0,Railroad,0,0,"286,000",6100,1.6486,60.576,54.955,0.033,0.12,199.92,6299.92,1.6486,62.5613,56.756,0.0341,>=5001
2022-01-15,CPKC,4444,45650.0,Soybeans,N/A,Enderlin,ND,"Enderlin, ND",Kalama,WA,"Kalama, WA",1617.0,Unit,110,110.0,Railroad/Private,0,1,,5535,1.4959,54.9652,49.8649,0.0308,0.2975,481.0575,6016.0575,1.4959,59.7424,54.1987,0.0335,>=5000
2022-01-15,CSX,4317,,Soybeans,N/A,Casey,IL,"Casey, IL",Mobile,AL,"Mobile, AL",779.0,Unit,90,90.0,Private,0,1,,3407,0.9208,33.8332,30.6937,0.0394,0.0,0.0,3407.0,0.9208,33.8332,30.6937,0.0394,>=5000
2022-01-15,CSX,4317,,Soybeans,N/A,Casey,IL,"Casey, IL",Mobile,AL,"Mobile, AL",779.0,Unit,90,90.0,Railroad,0,0,,3627,0.9803,36.0179,32.6757,0.0419,0.0,0.0,3627.0,0.9803,36.0179,32.6757,0.0419,>=5000
2022-01-15,CSX,4317,,Soybeans,N/A,Marion,OH,"Marion, OH",Chesapeake,VA,"Chesapeake, VA",760.0,Unit,90,90.0,Private,0,1,,2931,0.7922,29.1063,26.4054,0.0347,0.0,0.0,2931.0,0.7922,29.1063,26.4054,0.0347,>=5000
2022-01-15,CSX,4317,,Soybeans,N/A,Marion,OH,"Marion, OH",Chesapeake,VA,"Chesapeake, VA",760.0,Unit,90,90.0,Railroad,0,0,,3371,0.9111,33.4757,30.3694,0.04,0.0,0.0,3371.0,0.9111,33.4757,30.3694,0.04,>=5000
2022-02-15,BNSF,4022,39010.0,Corn,N/A,Brunswick,NE,"Brunswick, NE",Hanford,CA,"Hanford, CA",2122.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,0,"286,000",5540,1.3975,55.0149,49.9099,0.0235,0.1,212.2,5752.2,1.3975,57.1221,51.8216,0.0244,>=5001
2022-02-15,BNSF,4022,39013.0,Corn,N/A,Clarkfield,MN,"Clarkfield, MN",Seattle,WA,"PNW (Seattle, WA)",1684.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",5340,1.347,53.0288,48.1081,0.0286,0.1,168.4,5508.4,1.347,54.7011,49.6252,0.0295,>=5001
2022-02-15,BNSF,4022,39010.0,Corn,N/A,Clarkfield,MN,"Clarkfield, MN",Hereford,TX,"Hereford, TX",1066.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",5020,1.2663,49.851,45.2252,0.0424,0.1,106.6,5126.6,1.2663,50.9096,46.1856,0.0433,>=5001
2022-02-15,BNSF,4022,39010.0,Corn,N/A,Edison,NE,"Edison, NE",Hereford,TX,"Hereford, TX",728.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",4260,1.0746,42.3039,38.3784,0.0527,0.1,72.8,4332.8,1.0746,43.0268,39.0342,0.0536,>=5001
2022-02-15,BNSF,4022,39013.0,Corn,N/A,Edison,NE,"Edison, NE",Seattle,WA,"PNW (Seattle, WA)",1759.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",5220,1.3168,51.8371,47.027,0.0267,0.1,175.9,5395.9,1.3168,53.5839,48.6117,0.0276,>=5001
2022-02-15,BNSF,4022,39010.0,Corn,N/A,Edison,NE,"Edison, NE",Hanford,CA,"Hanford, CA",1776.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,1,"286,000",5220,1.3168,51.8371,47.027,0.0265,0.1,177.6,5397.6,1.3168,53.6008,48.627,0.0274,>=5001
2022-02-15,BNSF,4022,39010.0,Corn,N/A,Greenwood,IL,"Greenwood (Mendota), IL",Hereford,TX,"Hereford, TX",935.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,1,"286,000",3780,0.9535,37.5372,34.0541,0.0364,0.1,93.5,3873.5,0.9535,38.4657,34.8964,0.0373,>=5001
2022-02-15,BNSF,4022,39010.0,Corn,N/A,Hancock,IA,"Hancock, IA",Plainview,TX,"Plainview, TX",832.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,0,"286,000",4380,1.1049,43.4955,39.4595,0.0474,0.1,83.2,4463.2,1.1049,44.3217,40.209,0.0483,>=5001
2022-02-15,BNSF,4022,39010.0,Corn,N/A,Phelps,MO,"Phelps (Rock Port), MO",Clovis,NM,"Clovis, NM",764.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,1,"286,000",4020,1.0141,39.9206,36.2162,0.0474,0.1,76.4,4096.4,1.0141,40.6792,36.9045,0.0483,>=5001
2022-02-15,BNSF,4022,39010.0,Corn,N/A,Phelps,MO,"Phelps (Rock Port), MO",Houston,TX,"Texas Gulf (Houston, TX)",937.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,1,"286,000",3760,0.9485,37.3386,33.8739,0.0362,0.1,93.7,3853.7,0.9485,38.2691,34.718,0.0371,>=5001
2022-02-15,BNSF,4022,39013.0,Corn,N/A,Selby,SD,"Selby, SD",Seattle,WA,"PNW (Seattle, WA)",1419.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",5300,1.3369,52.6316,47.7477,0.0336,0.1,141.9,5441.9,1.3369,54.0407,49.0261,0.0345,>=5001
2022-02-15,BNSF,4022,39013.0,Corn,N/A,St. Cloud,MN,"St. Cloud, MN",Seattle,WA,"PNW (Seattle, WA)",1666.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",5300,1.3369,52.6316,47.7477,0.0287,0.1,166.6,5466.6,1.3369,54.286,49.2486,0.0296,>=5001
2022-02-15,BNSF,4022,39010.0,Corn,N/A,Waverly,IL,"Waverly, IL",Dexter,NM,"Dexter, NM",1058.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,0,"286,000",3900,0.9838,38.7289,35.1351,0.0332,0.1,105.8,4005.8,0.9838,39.7795,36.0883,0.0341,>=5001
2022-02-15,CPKC,4032,1182.0,Corn,N/A,Delhi,LA,"Delhi, LA",Morton,MS,"Morton, MS",120.0,Unit,100,,Railroad/Private,0,1,,1435,0.362,14.2502,12.9279,0.1077,0.38,45.6,1480.6,0.362,14.7031,13.3387,0.1112,>=5000
2022-02-15,CPKC,4444,45646.0,Corn,N/A,Enderlin,ND,"Enderlin, ND",Kalama,WA,"Kalama, WA",1617.0,Unit,110,110.0,Railroad/Private,0,1,,4847,1.2227,48.1331,43.6667,0.027,0.3025,489.1425,5336.1425,1.2227,52.9905,48.0734,0.0297,>=5000
2022-02-15,CPKC,4444,45558.0,Corn,N/A,Glenwood,MN,"Glenwood, MN",Boardman,OR,"Boardman, OR",1556.0,Unit,110,110.0,Railroad/Private,0,1,,4813,1.2141,47.7954,43.3604,0.0279,0.3025,470.69,5283.69,1.2141,52.4696,47.6008,0.0306,>=5000
2022-02-15,CSX,4315,,Corn,N/A,Haw Creek,IN,"Haw Creek (Ladoga), IN",Ozark,AL,"Ozark, AL",707.0,Unit,90,90.0,Railroad/Private,0,1,,5561,1.4028,55.2234,50.0991,0.0709,0.0,0.0,5561.0,1.4028,55.2234,50.0991,0.0709,>=5000
2022-02-15,CSX,4315,,Corn,N/A,Marysville,OH,"Marysville, OH",Rose Hill,NC,"Rose Hill, NC",781.0,Unit,90,90.0,Railroad/Private,0,1,,5457,1.3765,54.1907,49.1622,0.0629,0.0,0.0,5457.0,1.3765,54.1907,49.1622,0.0629,>=5000
2022-02-15,CSX,4315,,Corn,N/A,Olney,IL,"Olney, IL",Fairmount,GA,"Fairmount, GA",496.0,Unit,90,90.0,Railroad/Private,0,1,,4160,1.0494,41.3108,37.4775,0.0756,0.0,0.0,4160.0,1.0494,41.3108,37.4775,0.0756,>=5000
2022-02-15,BNSF,4022,69105.0,Soybeans,N/A,Argyle,MN,"Argyle, MN",Seattle,WA,"PNW (Seattle, WA)",1528.0,Shuttle,110,120.0,Railroad,0,1,"286,000",6000,1.6216,59.5829,54.0541,0.0354,0.1,152.8,6152.8,1.6216,61.1003,55.4306,0.0363,>=5001
2022-02-15,BNSF,4022,69105.0,Soybeans,N/A,Argyle,MN,"Argyle, MN",Houston,TX,"Texas Gulf (Houston, TX)",1634.0,Shuttle,110,120.0,Railroad,0,1,"286,000",6200,1.6757,61.569,55.8559,0.0342,0.1,163.4,6363.4,1.6757,63.1917,57.3279,0.0351,>=5001
2022-02-15,BNSF,4022,69105.0,Soybeans,N/A,Casselton,ND,"Casselton, ND",Seattle,WA,"PNW (Seattle, WA)",1469.0,Shuttle,110,120.0,Railroad,0,1,"286,000",5950,1.6081,59.0864,53.6036,0.0365,0.1,146.9,6096.9,1.6081,60.5452,54.927,0.0374,>=5001
2022-02-15,BNSF,4022,69902.0,Soybeans,N/A,Casselton,ND,"Casselton, ND",St. Louis,MO,"St. Louis, MO",855.0,Shuttle,110,120.0,Railroad,0,1,"286,000",4000,1.0811,39.7219,36.036,0.0421,0.1,85.5,4085.5,1.0811,40.571,36.8063,0.043,>=5001
2022-02-15,BNSF,4022,69105.0,Soybeans,N/A,Concordia,KS,"Concordia, KS",Houston,TX,"Texas Gulf (Houston, TX)",742.0,Shuttle,110,120.0,Railroad,0,0,"286,000",4450,1.2027,44.1907,40.0901,0.054,0.1,74.2,4524.2,1.2027,44.9275,40.7586,0.0549,>=5001
2022-02-15,BNSF,4022,69105.0,Soybeans,N/A,Mitchell,SD,"Mitchell, SD",Seattle,WA,"PNW (Seattle, WA)",1624.0,Shuttle,110,120.0,Railroad,0,1,"286,000",6050,1.6351,60.0794,54.5045,0.0336,0.1,162.4,6212.4,1.6351,61.6922,55.9676,0.0345,>=5001
2022-02-15,BNSF,4022,69105.0,Soybeans,N/A,Phelps,MO,"Phelps (Rock Port), MO",Seattle,WA,"PNW (Seattle, WA)",1881.0,Shuttle,110,120.0,Railroad,0,0,"286,000",6000,1.6216,59.5829,54.0541,0.0287,0.1,188.1,6188.1,1.6216,61.4508,55.7486,0.0296,>=5001
2022-02-15,BNSF,4022,69105.0,Soybeans,N/A,St. Cloud,MN,"St. Cloud, MN",Seattle,WA,"PNW (Seattle, WA)",1666.0,Shuttle,110,120.0,Railroad,0,0,"286,000",6100,1.6486,60.576,54.955,0.033,0.1,166.6,6266.6,1.6486,62.2304,56.4559,0.0339,>=5001
2022-02-15,CPKC,4444,45650.0,Soybeans,N/A,Enderlin,ND,"Enderlin, ND",Kalama,WA,"Kalama, WA",1617.0,Unit,110,110.0,Railroad/Private,0,1,,5535,1.4959,54.9652,49.8649,0.0308,0.3025,489.1425,6024.1425,1.4959,59.8227,54.2716,0.0336,>=5000
2022-02-15,CSX,4317,,Soybeans,N/A,Casey,IL,"Casey, IL",Mobile,AL,"Mobile, AL",779.0,Unit,90,90.0,Private,0,1,,3407,0.9208,33.8332,30.6937,0.0394,0.0,0.0,3407.0,0.9208,33.8332,30.6937,0.0394,>=5000
2022-02-15,CSX,4317,,Soybeans,N/A,Casey,IL,"Casey, IL",Mobile,AL,"Mobile, AL",779.0,Unit,90,90.0,Railroad,0,0,,3627,0.9803,36.0179,32.6757,0.0419,0.0,0.0,3627.0,0.9803,36.0179,32.6757,0.0419,>=5000
2022-02-15,CSX,4317,,Soybeans,N/A,Marion,OH,"Marion, OH",Chesapeake,VA,"Chesapeake, VA",760.0,Unit,90,90.0,Private,0,1,,2931,0.7922,29.1063,26.4054,0.0347,0.0,0.0,2931.0,0.7922,29.1063,26.4054,0.0347,>=5000
2022-02-15,CSX,4317,,Soybeans,N/A,Marion,OH,"Marion, OH",Chesapeake,VA,"Chesapeake, VA",760.0,Unit,90,90.0,Railroad,0,0,,3371,0.9111,33.4757,30.3694,0.04,0.0,0.0,3371.0,0.9111,33.4757,30.3694,0.04,>=5000
2022-03-15,BNSF,4022,39010.0,Corn,N/A,Brunswick,NE,"Brunswick, NE",Hanford,CA,"Hanford, CA",2122.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,0,"286,000",5540,1.3975,55.0149,49.9099,0.0235,0.12,254.64,5794.64,1.3975,57.5436,52.204,0.0246,>=5001
2022-03-15,BNSF,4022,39013.0,Corn,N/A,Clarkfield,MN,"Clarkfield, MN",Seattle,WA,"PNW (Seattle, WA)",1684.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",5340,1.347,53.0288,48.1081,0.0286,0.12,202.08,5542.08,1.347,55.0356,49.9286,0.0296,>=5001
2022-03-15,BNSF,4022,39010.0,Corn,N/A,Clarkfield,MN,"Clarkfield, MN",Hereford,TX,"Hereford, TX",1066.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",5020,1.2663,49.851,45.2252,0.0424,0.12,127.92,5147.92,1.2663,51.1214,46.3777,0.0435,>=5001
2022-03-15,BNSF,4022,39010.0,Corn,N/A,Edison,NE,"Edison, NE",Hereford,TX,"Hereford, TX",728.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",4260,1.0746,42.3039,38.3784,0.0527,0.12,87.36,4347.36,1.0746,43.1714,39.1654,0.0538,>=5001
2022-03-15,BNSF,4022,39013.0,Corn,N/A,Edison,NE,"Edison, NE",Seattle,WA,"PNW (Seattle, WA)",1759.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",5220,1.3168,51.8371,47.027,0.0267,0.12,211.08,5431.08,1.3168,53.9333,48.9286,0.0278,>=5001
2022-03-15,BNSF,4022,39010.0,Corn,N/A,Edison,NE,"Edison, NE",Hanford,CA,"Hanford, CA",1776.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,1,"286,000",5220,1.3168,51.8371,47.027,0.0265,0.12,213.12,5433.12,1.3168,53.9535,48.947,0.0276,>=5001
2022-03-15,BNSF,4022,39010.0,Corn,N/A,Greenwood,IL,"Greenwood (Mendota), IL",Hereford,TX,"Hereford, TX",935.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,1,"286,000",3780,0.9535,37.5372,34.0541,0.0364,0.12,112.2,3892.2,0.9535,38.6514,35.0649,0.0375,>=5001
2022-03-15,BNSF,4022,39010.0,Corn,N/A,Hancock,IA,"Hancock, IA",Plainview,TX,"Plainview, TX",832.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,0,"286,000",4380,1.1049,43.4955,39.4595,0.0474,0.12,99.84,4479.84,1.1049,44.487,40.3589,0.0485,>=5001
2022-03-15,BNSF,4022,39010.0,Corn,N/A,Phelps,MO,"Phelps (Rock Port), MO",Clovis,NM,"Clovis, NM",764.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,1,"286,000",4020,1.0141,39.9206,36.2162,0.0474,0.12,91.68,4111.68,1.0141,40.831,37.0422,0.0485,>=5001
2022-03-15,BNSF,4022,39010.0,Corn,N/A,Phelps,MO,"Phelps (Rock Port), MO",Houston,TX,"Texas Gulf (Houston, TX)",937.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,1,"286,000",3760,0.9485,37.3386,33.8739,0.0362,0.12,112.44,3872.44,0.9485,38.4552,34.8868,0.0372,>=5001
2022-03-15,BNSF,4022,39013.0,Corn,N/A,Selby,SD,"Selby, SD",Seattle,WA,"PNW (Seattle, WA)",1419.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",5300,1.3369,52.6316,47.7477,0.0336,0.12,170.28,5470.28,1.3369,54.3225,49.2818,0.0347,>=5001
2022-03-15,BNSF,4022,39013.0,Corn,N/A,St. Cloud,MN,"St. Cloud, MN",Seattle,WA,"PNW (Seattle, WA)",1666.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",5300,1.3369,52.6316,47.7477,0.0287,0.12,199.92,5499.92,1.3369,54.6169,49.5488,0.0297,>=5001
2022-03-15,BNSF,4022,39010.0,Corn,N/A,Waverly,IL,"Waverly, IL",Dexter,NM,"Dexter, NM",1058.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,0,"286,000",3900,0.9838,38.7289,35.1351,0.0332,0.12,126.96,4026.96,0.9838,39.9897,36.2789,0.0343,>=5001
2022-03-15,CPKC,4032,1182.0,Corn,N/A,Delhi,LA,"Delhi, LA",Morton,MS,"Morton, MS",120.0,Unit,100,,Railroad/Private,0,1,,1435,0.362,14.2502,12.9279,0.1077,0.4,48.0,1483.0,0.362,14.7269,13.3604,0.1113,>=5000
2022-03-15,CPKC,4444,45646.0,Corn,N/A,Enderlin,ND,"Enderlin, ND",Kalama,WA,"Kalama, WA",1617.0,Unit,110,110.0,Railroad/Private,0,1,,4847,1.2227,48.1331,43.6667,0.027,0.36,582.12,5429.12,1.2227,53.9138,48.911,0.0302,>=5000
2022-03-15,CPKC,4444,45558.0,Corn,N/A,Glenwood,MN,"Glenwood, MN",Boardman,OR,"Boardman, OR",1556.0,Unit,110,110.0,Railroad/Private,0,1,,4813,1.2141,47.7954,43.3604,0.0279,0.36,560.16,5373.16,1.2141,53.3581,48.4068,0.0311,>=5000
2022-03-15,CSX,4315,,Corn,N/A,Haw Creek,IN,"Haw Creek (Ladoga), IN",Ozark,AL,"Ozark, AL",707.0,Unit,90,90.0,Railroad/Private,0,1,,5561,1.4028,55.2234,50.0991,0.0709,0.0,0.0,5561.0,1.4028,55.2234,50.0991,0.0709,>=5000
2022-03-15,CSX,4315,,Corn,N/A,Marysville,OH,"Marysville, OH",Rose Hill,NC,"Rose Hill, NC",781.0,Unit,90,90.0,Railroad/Private,0,1,,5457,1.3765,54.1907,49.1622,0.0629,0.0,0.0,5457.0,1.3765,54.1907,49.1622,0.0629,>=5000
2022-03-15,CSX,4315,,Corn,N/A,Olney,IL,"Olney, IL",Fairmount,GA,"Fairmount, GA",496.0,Unit,90,90.0,Railroad/Private,0,1,,4160,1.0494,41.3108,37.4775,0.0756,0.0,0.0,4160.0,1.0494,41.3108,37.4775,0.0756,>=5000
2022-03-15,BNSF,4022,69105.0,Soybeans,N/A,Argyle,MN,"Argyle, MN",Seattle,WA,"PNW (Seattle, WA)",1528.0,Shuttle,110,120.0,Railroad,0,1,"286,000",6000,1.6216,59.5829,54.0541,0.0354,0.12,183.36,6183.36,1.6216,61.4038,55.7059,0.0365,>=5001
2022-03-15,BNSF,4022,69105.0,Soybeans,N/A,Argyle,MN,"Argyle, MN",Houston,TX,"Texas Gulf (Houston, TX)",1634.0,Shuttle,110,120.0,Railroad,0,1,"286,000",6200,1.6757,61.569,55.8559,0.0342,0.12,196.08,6396.08,1.6757,63.5162,57.6223,0.0353,>=5001
2022-03-15,BNSF,4022,69105.0,Soybeans,N/A,Casselton,ND,"Casselton, ND",Seattle,WA,"PNW (Seattle, WA)",1469.0,Shuttle,110,120.0,Railroad,0,1,"286,000",5950,1.6081,59.0864,53.6036,0.0365,0.12,176.28,6126.28,1.6081,60.8369,55.1917,0.0376,>=5001
2022-03-15,BNSF,4022,69902.0,Soybeans,N/A,Casselton,ND,"Casselton, ND",St. Louis,MO,"St. Louis, MO",855.0,Shuttle,110,120.0,Railroad,0,1,"286,000",4000,1.0811,39.7219,36.036,0.0421,0.12,102.6,4102.6,1.0811,40.7408,36.9604,0.0432,>=5001
2022-03-15,BNSF,4022,69105.0,Soybeans,N/A,Concordia,KS,"Concordia, KS",Houston,TX,"Texas Gulf (Houston, TX)",742.0,Shuttle,110,120.0,Railroad,0,0,"286,000",4450,1.2027,44.1907,40.0901,0.054,0.12,89.04,4539.04,1.2027,45.0749,40.8923,0.0551,>=5001
2022-03-15,BNSF,4022,69105.0,Soybeans,N/A,Mitchell,SD,"Mitchell, SD",Seattle,WA,"PNW (Seattle, WA)",1624.0,Shuttle,110,120.0,Railroad,0,1,"286,000",6050,1.6351,60.0794,54.5045,0.0336,0.12,194.88,6244.88,1.6351,62.0147,56.2602,0.0346,>=5001
2022-03-15,BNSF,4022,69105.0,Soybeans,N/A,Phelps,MO,"Phelps (Rock Port), MO",Seattle,WA,"PNW (Seattle, WA)",1881.0,Shuttle,110,120.0,Railroad,0,0,"286,000",6000,1.6216,59.5829,54.0541,0.0287,0.12,225.72,6225.72,1.6216,61.8244,56.0876,0.0298,>=5001
2022-03-15,BNSF,4022,69105.0,Soybeans,N/A,St. Cloud,MN,"St. Cloud, MN",Seattle,WA,"PNW (Seattle, WA)",1666.0,Shuttle,110,120.0,Railroad,0,0,"286,000",6100,1.6486,60.576,54.955,0.033,0.12,199.92,6299.92,1.6486,62.5613,56.756,0.0341,>=5001
2022-03-15,CPKC,4444,45650.0,Soybeans,N/A,Enderlin,ND,"Enderlin, ND",Kalama,WA,"Kalama, WA",1617.0,Unit,110,110.0,Railroad/Private,0,1,,5535,1.4959,54.9652,49.8649,0.0308,0.36,582.12,6117.12,1.4959,60.746,55.1092,0.0341,>=5000
2022-03-15,CSX,4317,,Soybeans,N/A,Casey,IL,"Casey, IL",Mobile,AL,"Mobile, AL",779.0,Unit,90,90.0,Private,0,1,,3407,0.9208,33.8332,30.6937,0.0394,0.0,0.0,3407.0,0.9208,33.8332,30.6937,0.0394,>=5000
2022-03-15,CSX,4317,,Soybeans,N/A,Casey,IL,"Casey, IL",Mobile,AL,"Mobile, AL",779.0,Unit,90,90.0,Railroad,0,0,,3627,0.9803,36.0179,32.6757,0.0419,0.0,0.0,3627.0,0.9803,36.0179,32.6757,0.0419,>=5000
2022-03-15,CSX,4317,,Soybeans,N/A,Marion,OH,"Marion, OH",Chesapeake,VA,"Chesapeake, VA",760.0,Unit,90,90.0,Private,0,1,,2931,0.7922,29.1063,26.4054,0.0347,0.0,0.0,2931.0,0.7922,29.1063,26.4054,0.0347,>=5000
2022-03-15,CSX,4317,,Soybeans,N/A,Marion,OH,"Marion, OH",Chesapeake,VA,"Chesapeake, VA",760.0,Unit,90,90.0,Railroad,0,0,,3371,0.9111,33.4757,30.3694,0.04,0.0,0.0,3371.0,0.9111,33.4757,30.3694,0.04,>=5000
2022-04-15,BNSF,4022,39010.0,Corn,N/A,Brunswick,NE,"Brunswick, NE",Hanford,CA,"Hanford, CA",2122.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,0,"286,000",5540,1.3975,55.0149,49.9099,0.0235,0.2,424.4,5964.4,1.3975,59.2294,53.7333,0.0253,>=5001
2022-04-15,BNSF,4022,39013.0,Corn,N/A,Clarkfield,MN,"Clarkfield, MN",Seattle,WA,"PNW (Seattle, WA)",1684.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",5340,1.347,53.0288,48.1081,0.0286,0.2,336.8,5676.8,1.347,56.3734,51.1423,0.0304,>=5001
2022-04-15,BNSF,4022,39010.0,Corn,N/A,Clarkfield,MN,"Clarkfield, MN",Hereford,TX,"Hereford, TX",1066.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",5020,1.2663,49.851,45.2252,0.0424,0.2,213.2,5233.2,1.2663,51.9682,47.1459,0.0442,>=5001
2022-04-15,BNSF,4022,39010.0,Corn,N/A,Edison,NE,"Edison, NE",Hereford,TX,"Hereford, TX",728.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",4260,1.0746,42.3039,38.3784,0.0527,0.2,145.6,4405.6,1.0746,43.7498,39.6901,0.0545,>=5001
2022-04-15,BNSF,4022,39013.0,Corn,N/A,Edison,NE,"Edison, NE",Seattle,WA,"PNW (Seattle, WA)",1759.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",5220,1.3168,51.8371,47.027,0.0267,0.2,351.8,5571.8,1.3168,55.3307,50.1964,0.0285,>=5001
2022-04-15,BNSF,4022,39010.0,Corn,N/A,Edison,NE,"Edison, NE",Hanford,CA,"Hanford, CA",1776.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,1,"286,000",5220,1.3168,51.8371,47.027,0.0265,0.2,355.2,5575.2,1.3168,55.3644,50.227,0.0283,>=5001
2022-04-15,BNSF,4022,39010.0,Corn,N/A,Greenwood,IL,"Greenwood (Mendota), IL",Hereford,TX,"Hereford, TX",935.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,1,"286,000",3780,0.9535,37.5372,34.0541,0.0364,0.2,187.0,3967.0,0.9535,39.3942,35.7387,0.0382,>=5001
2022-04-15,BNSF,4022,39010.0,Corn,N/A,Hancock,IA,"Hancock, IA",Plainview,TX,"Plainview, TX",832.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,0,"286,000",4380,1.1049,43.4955,39.4595,0.0474,0.2,166.4,4546.4,1.1049,45.148,40.9586,0.0492,>=5001
2022-04-15,BNSF,4022,39010.0,Corn,N/A,Phelps,MO,"Phelps (Rock Port), MO",Clovis,NM,"Clovis, NM",764.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,1,"286,000",4020,1.0141,39.9206,36.2162,0.0474,0.2,152.8,4172.8,1.0141,41.4379,37.5928,0.0492,>=5001
2022-04-15,BNSF,4022,39010.0,Corn,N/A,Phelps,MO,"Phelps (Rock Port), MO",Houston,TX,"Texas Gulf (Houston, TX)",937.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,1,"286,000",3760,0.9485,37.3386,33.8739,0.0362,0.2,187.4,3947.4,0.9485,39.1996,35.5622,0.038,>=5001
2022-04-15,BNSF,4022,39013.0,Corn,N/A,Selby,SD,"Selby, SD",Seattle,WA,"PNW (Seattle, WA)",1419.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",5300,1.3369,52.6316,47.7477,0.0336,0.2,283.8,5583.8,1.3369,55.4499,50.3045,0.0355,>=5001
2022-04-15,BNSF,4022,39013.0,Corn,N/A,St. Cloud,MN,"St. Cloud, MN",Seattle,WA,"PNW (Seattle, WA)",1666.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",5300,1.3369,52.6316,47.7477,0.0287,0.2,333.2,5633.2,1.3369,55.9404,50.7495,0.0305,>=5001
2022-04-15,BNSF,4022,39010.0,Corn,N/A,Waverly,IL,"Waverly, IL",Dexter,NM,"Dexter, NM",1058.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,0,"286,000",3900,0.9838,38.7289,35.1351,0.0332,0.2,211.6,4111.6,0.9838,40.8302,37.0414,0.035,>=5001
2022-04-15,CPKC,4032,1182.0,Corn,N/A,Delhi,LA,"Delhi, LA",Morton,MS,"Morton, MS",120.0,Unit,100,,Railroad/Private,0,1,,1435,0.362,14.2502,12.9279,0.1077,0.48,57.6,1492.6,0.362,14.8222,13.4468,0.1121,>=5000
2022-04-15,CPKC,4444,45646.0,Corn,N/A,Enderlin,ND,"Enderlin, ND",Kalama,WA,"Kalama, WA",1617.0,Unit,110,110.0,Railroad/Private,0,1,,4847,1.2227,48.1331,43.6667,0.027,0.54,873.18,5720.18,1.2227,56.8042,51.5332,0.0319,>=5000
2022-04-15,CPKC,4444,45558.0,Corn,N/A,Glenwood,MN,"Glenwood, MN",Boardman,OR,"Boardman, OR",1556.0,Unit,110,110.0,Railroad/Private,0,1,,4813,1.2141,47.7954,43.3604,0.0279,0.54,840.24,5653.24,1.2141,56.1394,50.9301,0.0327,>=5000
2022-04-15,CSX,4315,,Corn,N/A,Haw Creek,IN,"Haw Creek (Ladoga), IN",Ozark,AL,"Ozark, AL",707.0,Unit,90,90.0,Railroad/Private,0,1,,5561,1.4028,55.2234,50.0991,0.0709,0.0,0.0,5561.0,1.4028,55.2234,50.0991,0.0709,>=5000
