date,railroad,tariff,item,commodity,primary_class,origin_city,origin_state,origin,destination_city,destination_state,destination,route_mileage,train_type,min_number_of_cars,max_number_of_cars,car_ownership,rule_11_rate,gtr_table,maximum_load_pounds,tariff_per_car,tariff_per_bushel,tariff_per_metric_ton,tariff_per_short_ton,tariff_per_ton_mile,fsc_per_mile,fsc_per_car,tariff_fsc_per_car,tariff_fsc_per_bushel,tariff_fsc_per_metric_ton,tariff_fsc_per_short_ton,tariff_fsc_per_ton_mile,car_volume_cubic_feet
2022-11-15,BNSF,4022,46307.0,Wheat,HRW,Garden City,KS,"Garden City, KS",Houston,TX,"Texas Gulf (Houston, TX)",859.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",4682,1.2654,46.4945,42.1802,0.0491,0.44,377.96,5059.96,1.2654,50.2479,45.5852,0.0531,
2022-11-15,BNSF,4022,44306.0,Wheat,HRW,Garden City,KS,"Garden City, KS",Verdemont,CA,"San Bernardino, CA",1376.0,DET,110,120.0,Railroad/Private,0,1,"286,000",5777,1.5614,57.3684,52.045,0.0378,0.44,605.44,6382.44,1.5614,63.3807,57.4995,0.0418,
2022-11-15,BNSF,4022,46307.0,Wheat,HRW,Salina,KS,"Salina, KS",Houston,TX,"Texas Gulf (Houston, TX)",757.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",4505,1.2176,44.7368,40.5856,0.0536,0.44,333.08,4838.08,1.2176,48.0445,43.5863,0.0576,
2022-11-15,BNSF,4022,47321.0,Wheat,HRW,Wichita,KS,"Wichita, KS",Birmingham,AL,"Birmingham, AL",864.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",4141,1.1192,41.1221,37.3063,0.0432,0.44,380.16,4521.16,1.1192,44.8973,40.7312,0.0471,
2022-11-15,BNSF,4022,47321.0,Wheat,HRW,Wichita,KS,"Wichita, KS",Chicago,IL,"Chicago, IL",633.0,DET,110,120.0,Railroad/Private,1,1,"286,000",4267,1.1532,42.3734,38.4414,0.0607,0.44,278.52,4545.52,1.1532,45.1392,40.9506,0.0647,
2022-11-15,BNSF,4022,46307.0,Wheat,HRW,Wichita,KS,"Wichita, KS",Houston,TX,"Texas Gulf (Houston, TX)",638.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",4311,1.1651,42.8103,38.8378,0.0609,0.44,280.72,4591.72,1.1651,45.598,41.3668,0.0648,
2022-11-15,BNSF,4022,45700.0,Wheat,HRW/HRS,West Bowdle,SD,"Bowdle, SD",Chicago,IL,"Chicago, IL",772.0,DET,110,120.0,Railroad/Private,1,1,"286,000",4641,1.2543,46.0874,41.8108,0.0542,0.44,339.68,4980.68,1.2543,49.4606,44.871,0.0581,
2022-11-15,BNSF,4022,43910.0,Wheat,HRW/HRS,Conrad,MT,"Conrad, MT",Seattle,WA,"PNW (Seattle, WA)",758.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",4289,1.1592,42.5919,38.6396,0.051,0.44,333.52,4622.52,1.1592,45.9039,41.6443,0.0549,
2022-11-15,BNSF,4022,43591.0,Wheat,SW,Templin,WA,"Templin (Ritzville), WA",Seattle,WA,"PNW (Seattle, WA)",333.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",1932,0.5222,19.1857,17.4054,0.0523,0.44,146.52,2078.52,0.5222,20.6407,18.7254,0.0562,
2022-12-15,CSX,4315,,Wheat,All,Chicago,IL,"Chicago, IL",Indiantown,FL,"Indiantown, FL",1379.0,Manifest,1,89.0,Railroad,1,1,,8243,2.2278,81.857,74.2613,0.0539,0.0,0.0,8243.0,2.2278,81.857,74.2613,0.0539,5000
2022-12-15,CSX,4315,,Wheat,All,Chicago,IL,"Chicago, IL",Indiantown,FL,"Indiantown, FL",1379.0,Manifest,1,89.0,Private,1,0,,7913,2.1386,78.5799,71.2883,0.0517,0.0,0.0,7913.0,2.1386,78.5799,71.2883,0.0517,5000
2022-12-15,CSX,4315,,Wheat,All,Chicago,IL,"Chicago, IL",Albany,NY,"Albany, NY",811.0,Unit,90,90.0,Railroad/Private,1,1,,7090,1.9162,70.4071,63.8739,0.0788,0.0,0.0,7090.0,1.9162,70.4071,63.8739,0.0788,5000
2022-12-15,CSX,4315,,Wheat,All,Chicago,IL,"Chicago, IL",Albany,NY,"Albany, NY",811.0,Manifest,1,89.0,Railroad,1,1,,8025,2.1689,79.6922,72.2973,0.0891,0.0,0.0,8025.0,2.1689,79.6922,72.2973,0.0891,5000
2022-12-15,CSX,4315,,Wheat,All,Chicago,IL,"Chicago, IL",Albany,NY,"Albany, NY",811.0,Manifest,1,89.0,Private,1,0,,7695,2.0797,76.4151,69.3243,0.0855,0.0,0.0,7695.0,2.0797,76.4151,69.3243,0.0855,5000
2022-12-15,CSX,4315,,Wheat,All,Chicago,IL,"Chicago, IL",Buffalo,NY,"Buffalo, NY",518.0,Manifest,1,89.0,Railroad,1,1,,5705,1.5419,56.6534,51.3964,0.0992,0.0,0.0,5705.0,1.5419,56.6534,51.3964,0.0992,5000
2022-12-15,CSX,4315,,Wheat,All,Chicago,IL,"Chicago, IL",Buffalo,NY,"Buffalo, NY",518.0,Manifest,1,89.0,Private,1,0,,5375,1.4527,53.3764,48.4234,0.0935,0.0,0.0,5375.0,1.4527,53.3764,48.4234,0.0935,5000
2022-12-15,BNSF,4022,45700.0,Wheat,Durum,Northgate,SK,"Northgate, SK",Ames,IA,"Ames, IA",793.0,Shuttle,110,120.0,Railroad/Private,0,0,"286,000",6198,1.6751,61.5492,55.8378,0.0704,0.5,396.5,6594.5,1.6751,65.4866,59.4099,0.0749,
2022-12-15,BNSF,4022,45452.0,Wheat,Durum,Williston,ND,"Williston, ND",Superior,WI,"Superior, WI",611.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",4141,1.1192,41.1221,37.3063,0.0611,0.5,305.5,4446.5,1.1192,44.1559,40.0586,0.0656,
2022-12-15,BNSF,4022,45700.0,Wheat,Durum,Williston,ND,"Williston, ND",St. Louis,MO,"St. Louis, MO",1187.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",5682,1.5357,56.425,51.1892,0.0431,0.5,593.5,6275.5,1.5357,62.3188,56.536,0.0476,
2022-12-15,CPKC,4444,15749.0,Wheat,Durum,Westby,MT,"Westby, MT",St. Louis,MO,"St. Louis, MO",1588.0,Unit,100,,Railroad/Private,0,1,"286,000",5692,1.5384,56.5243,51.2793,0.0323,0.6375,1012.35,6704.35,1.5384,66.5775,60.3995,0.038,
2022-12-15,BNSF,4022,43910.0,Wheat,HRS,Bucyrus,ND,"Bucyrus, ND",Seattle,WA,"PNW (Seattle, WA)",1267.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",5688,1.5373,56.4846,51.2432,0.0404,0.5,633.5,6321.5,1.5373,62.7756,56.9505,0.0449,
2022-12-15,BNSF,4022,45700.0,Wheat,HRS,Drayton,ND,"Drayton, ND",Chicago,IL,"Chicago, IL",806.0,DET,110,120.0,Railroad/Private,1,0,"286,000",4811,1.3003,47.7756,43.3423,0.0538,0.5,403.0,5214.0,1.3003,51.7776,46.973,0.0583,
2022-12-15,BNSF,4022,45700.0,Wheat,HRS,Alton,ND,"Alton (Hillsboro), ND",Chicago,IL,"Chicago, IL",711.0,DET,110,120.0,Railroad/Private,1,1,"286,000",4654,1.2578,46.2165,41.9279,0.059,0.5,355.5,5009.5,1.2578,49.7468,45.1306,0.0635,
2022-12-15,BNSF,4022,43910.0,Wheat,HRS,Alton,ND,"Alton (Hillsboro), ND",Seattle,WA,"PNW (Seattle, WA)",1501.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",6065,1.6392,60.2284,54.6396,0.0364,0.5,750.5,6815.5,1.6392,67.6812,61.4009,0.0409,
2022-12-15,BNSF,4022,43910.0,Wheat,HRS,Macon,MT,"Macon, MT",Seattle,WA,"PNW (Seattle, WA)",1038.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",5262,1.4222,52.2542,47.4054,0.0457,0.5,519.0,5781.0,1.4222,57.4081,52.0811,0.0502,
2022-12-15,BNSF,4022,45675.0,Wheat,HRS,Boyle,ND,"Taylor, ND",Grand Forks,ND,"Grand Forks, ND",364.0,Shuttle,110,120.0,Railroad/Private,0,0,"286,000",2381,0.6435,23.6445,21.4505,0.0589,0.5,182.0,2563.0,0.6435,25.4518,23.0901,0.0634,
2022-12-15,BNSF,4022,45452.0,Wheat,HRS,Alton,ND,"Alton (Hillsboro), ND",Superior,WI,"Superior, WI",294.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",2715,0.7338,26.9613,24.4595,0.0832,0.5,147.0,2862.0,0.7338,28.4211,25.7838,0.0877,
2022-12-15,CPKC,4444,15890.0,Wheat,HRS,Minot,ND,"Minot, ND",Kalama,WA,"Kalama, WA",1406.0,Unit,100,,Railroad/Private,0,1,"286,000",5649,1.5268,56.0973,50.8919,0.0362,0.6375,896.325,6545.325,1.5268,64.9983,58.9669,0.0419,
2022-12-15,CPKC,4444,17500.0,Wheat,HRS,Nekoma,ND,"Nekoma, ND",Chicago,IL,"Chicago, IL",845.0,Manifest,25,25.0,Railroad/Private,1,1,"286,000",4905,1.3257,48.709,44.1892,0.0523,0.6375,538.6875,5443.6875,1.3257,54.0585,49.0422,0.058,
2022-12-15,BNSF,4022,47321.0,Wheat,HRW,Concordia,KS,"Concordia, KS",Greenwood,IL,"Greenwood (Mendota), IL",638.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",3897,1.0532,38.6991,35.1081,0.055,0.5,319.0,4216.0,1.0532,41.8669,37.982,0.0595,
2022-12-15,BNSF,4022,46307.0,Wheat,HRW,Enid,OK,"Enid, OK",Houston,TX,"Texas Gulf (Houston, TX)",563.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",4097,1.1073,40.6852,36.9099,0.0656,0.5,281.5,4378.5,1.1073,43.4806,39.4459,0.0701,
2022-12-15,BNSF,4022,46307.0,Wheat,HRW,Garden City,KS,"Garden City, KS",Houston,TX,"Texas Gulf (Houston, TX)",859.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",4682,1.2654,46.4945,42.1802,0.0491,0.5,429.5,5111.5,1.2654,50.7597,46.0495,0.0536,
2022-12-15,BNSF,4022,44306.0,Wheat,HRW,Garden City,KS,"Garden City, KS",Verdemont,CA,"San Bernardino, CA",1376.0,DET,110,120.0,Railroad/Private,0,1,"286,000",5777,1.5614,57.3684,52.045,0.0378,0.5,688.0,6465.0,1.5614,64.2006,58.2432,0.0423,
2022-12-15,BNSF,4022,46307.0,Wheat,HRW,Salina,KS,"Salina, KS",Houston,TX,"Texas Gulf (Houston, TX)",757.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",4505,1.2176,44.7368,40.5856,0.0536,0.5,378.5,4883.5,1.2176,48.4955,43.9955,0.0581,
2022-12-15,BNSF,4022,47321.0,Wheat,HRW,Wichita,KS,"Wichita, KS",Birmingham,AL,"Birmingham, AL",864.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",4141,1.1192,41.1221,37.3063,0.0432,0.5,432.0,4573.0,1.1192,45.4121,41.1982,0.0477,
2022-12-15,BNSF,4022,47321.0,Wheat,HRW,Wichita,KS,"Wichita, KS",Chicago,IL,"Chicago, IL",633.0,DET,110,120.0,Railroad/Private,1,1,"286,000",4267,1.1532,42.3734,38.4414,0.0607,0.5,316.5,4583.5,1.1532,45.5164,41.2928,0.0652,
2022-12-15,BNSF,4022,46307.0,Wheat,HRW,Wichita,KS,"Wichita, KS",Houston,TX,"Texas Gulf (Houston, TX)",638.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",4311,1.1651,42.8103,38.8378,0.0609,0.5,319.0,4630.0,1.1651,45.9782,41.7117,0.0654,
2022-12-15,BNSF,4022,45700.0,Wheat,HRW/HRS,West Bowdle,SD,"Bowdle, SD",Chicago,IL,"Chicago, IL",772.0,DET,110,120.0,Railroad/Private,1,1,"286,000",4641,1.2543,46.0874,41.8108,0.0542,0.5,386.0,5027.0,1.2543,49.9206,45.2883,0.0587,
2022-12-15,BNSF,4022,43910.0,Wheat,HRW/HRS,Conrad,MT,"Conrad, MT",Seattle,WA,"PNW (Seattle, WA)",758.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",4289,1.1592,42.5919,38.6396,0.051,0.5,379.0,4668.0,1.1592,46.3555,42.0541,0.0555,
2022-12-15,BNSF,4022,43591.0,Wheat,SW,Templin,WA,"Templin (Ritzville), WA",Seattle,WA,"PNW (Seattle, WA)",333.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",1932,0.5222,19.1857,17.4054,0.0523,0.5,166.5,2098.5,0.5222,20.8391,18.9054,0.0568,
2023-01-15,CSX,4315,,Wheat,All,Chicago,IL,"Chicago, IL",Indiantown,FL,"Indiantown, FL",1379.0,Manifest,1,89.0,Railroad,1,1,,8243,2.2278,81.857,74.2613,0.0539,0.0,0.0,8243.0,2.2278,81.857,74.2613,0.0539,5000
2023-01-15,CSX,4315,,Wheat,All,Chicago,IL,"Chicago, IL",Indiantown,FL,"Indiantown, FL",1379.0,Manifest,1,89.0,Private,1,0,,7913,2.1386,78.5799,71.2883,0.0517,0.0,0.0,7913.0,2.1386,78.5799,71.2883,0.0517,5000
2023-01-15,CSX,4315,,Wheat,All,Chicago,IL,"Chicago, IL",Albany,NY,"Albany, NY",811.0,Unit,90,90.0,Railroad/Private,1,1,,7090,1.9162,70.4071,63.8739,0.0788,0.0,0.0,7090.0,1.9162,70.4071,63.8739,0.0788,5000
2023-01-15,CSX,4315,,Wheat,All,Chicago,IL,"Chicago, IL",Albany,NY,"Albany, NY",811.0,Manifest,1,89.0,Railroad,1,1,,8025,2.1689,79.6922,72.2973,0.0891,0.0,0.0,8025.0,2.1689,79.6922,72.2973,0.0891,5000
2023-01-15,CSX,4315,,Wheat,All,Chicago,IL,"Chicago, IL",Albany,NY,"Albany, NY",811.0,Manifest,1,89.0,Private,1,0,,7695,2.0797,76.4151,69.3243,0.0855,0.0,0.0,7695.0,2.0797,76.4151,69.3243,0.0855,5000
2023-01-15,CSX,4315,,Wheat,All,Chicago,IL,"Chicago, IL",Buffalo,NY,"Buffalo, NY",518.0,Manifest,1,89.0,Railroad,1,1,,5705,1.5419,56.6534,51.3964,0.0992,0.0,0.0,5705.0,1.5419,56.6534,51.3964,0.0992,5000
2023-01-15,CSX,4315,,Wheat,All,Chicago,IL,"Chicago, IL",Buffalo,NY,"Buffalo, NY",518.0,Manifest,1,89.0,Private,1,0,,5375,1.4527,53.3764,48.4234,0.0935,0.0,0.0,5375.0,1.4527,53.3764,48.4234,0.0935,5000
2023-01-15,BNSF,4022,45700.0,Wheat,Durum,Northgate,SK,"Northgate, SK",Ames,IA,"Ames, IA",793.0,Shuttle,110,120.0,Railroad/Private,0,0,"286,000",6198,1.6751,61.5492,55.8378,0.0704,0.51,404.43,6602.43,1.6751,65.5653,59.4814,0.075,
2023-01-15,BNSF,4022,45452.0,Wheat,Durum,Williston,ND,"Williston, ND",Superior,WI,"Superior, WI",611.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",4141,1.1192,41.1221,37.3063,0.0611,0.51,311.61,4452.61,1.1192,44.2166,40.1136,0.0657,
2023-01-15,BNSF,4022,45700.0,Wheat,Durum,Williston,ND,"Williston, ND",St. Louis,MO,"St. Louis, MO",1187.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",5682,1.5357,56.425,51.1892,0.0431,0.51,605.37,6287.37,1.5357,62.4366,56.643,0.0477,
2023-01-15,CPKC,4444,15749.0,Wheat,Durum,Westby,MT,"Westby, MT",St. Louis,MO,"St. Louis, MO",1588.0,Unit,100,,Railroad/Private,0,1,"286,000",5692,1.5384,56.5243,51.2793,0.0323,0.5475,869.43,6561.43,1.5384,65.1582,59.112,0.0372,
2023-01-15,BNSF,4022,43910.0,Wheat,HRS,Bucyrus,ND,"Bucyrus, ND",Seattle,WA,"PNW (Seattle, WA)",1267.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",5688,1.5373,56.4846,51.2432,0.0404,0.51,646.17,6334.17,1.5373,62.9014,57.0646,0.045,
2023-01-15,BNSF,4022,45700.0,Wheat,HRS,Drayton,ND,"Drayton, ND",Chicago,IL,"Chicago, IL",806.0,DET,110,120.0,Railroad/Private,1,0,"286,000",4811,1.3003,47.7756,43.3423,0.0538,0.51,411.06,5222.06,1.3003,51.8576,47.0456,0.0584,
2023-01-15,BNSF,4022,45700.0,Wheat,HRS,Alton,ND,"Alton (Hillsboro), ND",Chicago,IL,"Chicago, IL",711.0,DET,110,120.0,Railroad/Private,1,1,"286,000",4654,1.2578,46.2165,41.9279,0.059,0.51,362.61,5016.61,1.2578,49.8174,45.1947,0.0636,
2023-01-15,BNSF,4022,43910.0,Wheat,HRS,Alton,ND,"Alton (Hillsboro), ND",Seattle,WA,"PNW (Seattle, WA)",1501.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",6065,1.6392,60.2284,54.6396,0.0364,0.51,765.51,6830.51,1.6392,67.8303,61.5361,0.041,
2023-01-15,BNSF,4022,43910.0,Wheat,HRS,Macon,MT,"Macon, MT",Seattle,WA,"PNW (Seattle, WA)",1038.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",5262,1.4222,52.2542,47.4054,0.0457,0.51,529.38,5791.38,1.4222,57.5112,52.1746,0.0503,
2023-01-15,BNSF,4022,45675.0,Wheat,HRS,Boyle,ND,"Taylor, ND",Grand Forks,ND,"Grand Forks, ND",364.0,Shuttle,110,120.0,Railroad/Private,0,0,"286,000",2381,0.6435,23.6445,21.4505,0.0589,0.51,185.64,2566.64,0.6435,25.488,23.1229,0.0635,
2023-01-15,BNSF,4022,45452.0,Wheat,HRS,Alton,ND,"Alton (Hillsboro), ND",Superior,WI,"Superior, WI",294.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",2715,0.7338,26.9613,24.4595,0.0832,0.51,149.94,2864.94,0.7338,28.4502,25.8103,0.0878,
2023-01-15,CPKC,4444,15890.0,Wheat,HRS,Minot,ND,"Minot, ND",Kalama,WA,"Kalama, WA",1406.0,Unit,100,,Railroad/Private,0,1,"286,000",5649,1.5268,56.0973,50.8919,0.0362,0.5475,769.785,6418.785,1.5268,63.7417,57.8269,0.0411,
2023-01-15,CPKC,4444,17500.0,Wheat,HRS,Nekoma,ND,"Nekoma, ND",Chicago,IL,"Chicago, IL",845.0,Manifest,25,25.0,Railroad/Private,1,1,"286,000",4905,1.3257,48.709,44.1892,0.0523,0.5475,462.6375,5367.6375,1.3257,53.3033,48.3571,0.0572,
2023-01-15,BNSF,4022,47321.0,Wheat,HRW,Concordia,KS,"Concordia, KS",Greenwood,IL,"Greenwood (Mendota), IL",638.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",3897,1.0532,38.6991,35.1081,0.055,0.51,325.38,4222.38,1.0532,41.9303,38.0395,0.0596,
2023-01-15,BNSF,4022,46307.0,Wheat,HRW,Enid,OK,"Enid, OK",Houston,TX,"Texas Gulf (Houston, TX)",563.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",4097,1.1073,40.6852,36.9099,0.0656,0.51,287.13,4384.13,1.1073,43.5365,39.4967,0.0702,
2023-01-15,BNSF,4022,46307.0,Wheat,HRW,Garden City,KS,"Garden City, KS",Houston,TX,"Texas Gulf (Houston, TX)",859.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",4682,1.2654,46.4945,42.1802,0.0491,0.51,438.09,5120.09,1.2654,50.845,46.1269,0.0537,
2023-01-15,BNSF,4022,44306.0,Wheat,HRW,Garden City,KS,"Garden City, KS",Verdemont,CA,"San Bernardino, CA",1376.0,DET,110,120.0,Railroad/Private,0,1,"286,000",5777,1.5614,57.3684,52.045,0.0378,0.51,701.76,6478.76,1.5614,64.3372,58.3672,0.0424,
2023-01-15,BNSF,4022,46307.0,Wheat,HRW,Salina,KS,"Salina, KS",Houston,TX,"Texas Gulf (Houston, TX)",757.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",4505,1.2176,44.7368,40.5856,0.0536,0.51,386.07,4891.07,1.2176,48.5707,44.0637,0.0582,
2023-01-15,BNSF,4022,47321.0,Wheat,HRW,Wichita,KS,"Wichita, KS",Birmingham,AL,"Birmingham, AL",864.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",4141,1.1192,41.1221,37.3063,0.0432,0.51,440.64,4581.64,1.1192,45.4979,41.276,0.0478,
2023-01-15,BNSF,4022,47321.0,Wheat,HRW,Wichita,KS,"Wichita, KS",Chicago,IL,"Chicago, IL",633.0,DET,110,120.0,Railroad/Private,1,1,"286,000",4267,1.1532,42.3734,38.4414,0.0607,0.51,322.83,4589.83,1.1532,45.5792,41.3498,0.0653,
2023-01-15,BNSF,4022,46307.0,Wheat,HRW,Wichita,KS,"Wichita, KS",Houston,TX,"Texas Gulf (Houston, TX)",638.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",4311,1.1651,42.8103,38.8378,0.0609,0.51,325.38,4636.38,1.1651,46.0415,41.7692,0.0655,
2023-01-15,BNSF,4022,45700.0,Wheat,HRW/HRS,West Bowdle,SD,"Bowdle, SD",Chicago,IL,"Chicago, IL",772.0,DET,110,120.0,Railroad/Private,1,1,"286,000",4641,1.2543,46.0874,41.8108,0.0542,0.51,393.72,5034.72,1.2543,49.9972,45.3578,0.0588,
2023-01-15,BNSF,4022,43910.0,Wheat,HRW/HRS,Conrad,MT,"Conrad, MT",Seattle,WA,"PNW (Seattle, WA)",758.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",4289,1.1592,42.5919,38.6396,0.051,0.51,386.58,4675.58,1.1592,46.4308,42.1223,0.0556,
2023-01-15,BNSF,4022,43591.0,Wheat,SW,Templin,WA,"Templin (Ritzville), WA",Seattle,WA,"PNW (Seattle, WA)",333.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",1932,0.5222,19.1857,17.4054,0.0523,0.51,169.83,2101.83,0.5222,20.8722,18.9354,0.0569,
2023-02-15,CSX,4315,,Wheat,All,Chicago,IL,"Chicago, IL",Indiantown,FL,"Indiantown, FL",1379.0,Manifest,1,89.0,Railroad,1,1,,8243,2.2278,81.857,74.2613,0.0539,0.0,0.0,8243.0,2.2278,81.857,74.2613,0.0539,5000
2023-02-15,CSX,4315,,Wheat,All,Chicago,IL,"Chicago, IL",Indiantown,FL,"Indiantown, FL",1379.0,Manifest,1,89.0,Private,1,0,,7913,2.1386,78.5799,71.2883,0.0517,0.0,0.0,7913.0,2.1386,78.5799,71.2883,0.0517,5000
2023-02-15,CSX,4315,,Wheat,All,Chicago,IL,"Chicago, IL",Albany,NY,"Albany, NY",811.0,Unit,90,90.0,Railroad/Private,1,1,,7090,1.9162,70.4071,63.8739,0.0788,0.0,0.0,7090.0,1.9162,70.4071,63.8739,0.0788,5000
2023-02-15,CSX,4315,,Wheat,All,Chicago,IL,"Chicago, IL",Albany,NY,"Albany, NY",811.0,Manifest,1,89.0,Railroad,1,1,,8025,2.1689,79.6922,72.2973,0.0891,0.0,0.0,8025.0,2.1689,79.6922,72.2973,0.0891,5000
2023-02-15,CSX,4315,,Wheat,All,Chicago,IL,"Chicago, IL",Albany,NY,"Albany, NY",811.0,Manifest,1,89.0,Private,1,0,,7695,2.0797,76.4151,69.3243,0.0855,0.0,0.0,7695.0,2.0797,76.4151,69.3243,0.0855,5000
2023-02-15,CSX,4315,,Wheat,All,Chicago,IL,"Chicago, IL",Buffalo,NY,"Buffalo, NY",518.0,Manifest,1,89.0,Railroad,1,1,,5705,1.5419,56.6534,51.3964,0.0992,0.0,0.0,5705.0,1.5419,56.6534,51.3964,0.0992,5000
2023-02-15,CSX,4315,,Wheat,All,Chicago,IL,"Chicago, IL",Buffalo,NY,"Buffalo, NY",518.0,Manifest,1,89.0,Private,1,0,,5375,1.4527,53.3764,48.4234,0.0935,0.0,0.0,5375.0,1.4527,53.3764,48.4234,0.0935,5000
2023-02-15,BNSF,4022,45700.0,Wheat,Durum,Northgate,SK,"Northgate, SK",Ames,IA,"Ames, IA",793.0,Shuttle,110,120.0,Railroad/Private,0,0,"286,000",6198,1.6751,61.5492,55.8378,0.0704,0.37,293.41,6491.41,1.6751,64.4629,58.4812,0.0737,
2023-02-15,BNSF,4022,45452.0,Wheat,Durum,Williston,ND,"Williston, ND",Superior,WI,"Superior, WI",611.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",4141,1.1192,41.1221,37.3063,0.0611,0.37,226.07,4367.07,1.1192,43.3671,39.343,0.0644,
2023-02-15,BNSF,4022,45700.0,Wheat,Durum,Williston,ND,"Williston, ND",St. Louis,MO,"St. Louis, MO",1187.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",5682,1.5357,56.425,51.1892,0.0431,0.37,439.19,6121.19,1.5357,60.7864,55.1459,0.0465,
2023-02-15,CPKC,4444,15749.0,Wheat,Durum,Westby,MT,"Westby, MT",St. Louis,MO,"St. Louis, MO",1588.0,Unit,100,,Railroad/Private,0,1,"286,000",5692,1.5384,56.5243,51.2793,0.0323,0.4865,772.562,6464.562,1.5384,64.1962,58.2393,0.0367,
2023-02-15,BNSF,4022,43910.0,Wheat,HRS,Bucyrus,ND,"Bucyrus, ND",Seattle,WA,"PNW (Seattle, WA)",1267.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",5688,1.5373,56.4846,51.2432,0.0404,0.37,468.79,6156.79,1.5373,61.1399,55.4666,0.0438,
2023-02-15,BNSF,4022,45700.0,Wheat,HRS,Drayton,ND,"Drayton, ND",Chicago,IL,"Chicago, IL",806.0,DET,110,120.0,Railroad/Private,1,0,"286,000",4811,1.3003,47.7756,43.3423,0.0538,0.37,298.22,5109.22,1.3003,50.737,46.029,0.0571,
2023-02-15,BNSF,4022,45700.0,Wheat,HRS,Alton,ND,"Alton (Hillsboro), ND",Chicago,IL,"Chicago, IL",711.0,DET,110,120.0,Railroad/Private,1,1,"286,000",4654,1.2578,46.2165,41.9279,0.059,0.37,263.07,4917.07,1.2578,48.8289,44.2979,0.0623,
2023-02-15,BNSF,4022,43910.0,Wheat,HRS,Alton,ND,"Alton (Hillsboro), ND",Seattle,WA,"PNW (Seattle, WA)",1501.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",6065,1.6392,60.2284,54.6396,0.0364,0.37,555.37,6620.37,1.6392,65.7435,59.643,0.0397,
2023-02-15,BNSF,4022,43910.0,Wheat,HRS,Macon,MT,"Macon, MT",Seattle,WA,"PNW (Seattle, WA)",1038.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",5262,1.4222,52.2542,47.4054,0.0457,0.37,384.06,5646.06,1.4222,56.0681,50.8654,0.049,
2023-02-15,BNSF,4022,45675.0,Wheat,HRS,Boyle,ND,"Taylor, ND",Grand Forks,ND,"Grand Forks, ND",364.0,Shuttle,110,120.0,Railroad/Private,0,0,"286,000",2381,0.6435,23.6445,21.4505,0.0589,0.37,134.68,2515.68,0.6435,24.9819,22.6638,0.0623,
2023-02-15,BNSF,4022,45452.0,Wheat,HRS,Alton,ND,"Alton (Hillsboro), ND",Superior,WI,"Superior, WI",294.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",2715,0.7338,26.9613,24.4595,0.0832,0.37,108.78,2823.78,0.7338,28.0415,25.4395,0.0865,
2023-02-15,CPKC,4444,15890.0,Wheat,HRS,Minot,ND,"Minot, ND",Kalama,WA,"Kalama, WA",1406.0,Unit,100,,Railroad/Private,0,1,"286,000",5649,1.5268,56.0973,50.8919,0.0362,0.4865,684.019,6333.019,1.5268,62.89,57.0542,0.0406,
